strategy,10,20,30,40,50,60,70,80,90,100,110
static (full),0.5960542357441583,0.5488464313167739,0.5784453687311736,0.5508316445459303,0.5628118139451284,0.5685552255700171,0.5737449594595184,0.5694882512768887,0.5793220721674217,0.5730550216515129,0.5802406385117551
static (factuals_only),0.578821736111718,0.5769797803228894,0.590029395210849,0.5995643795101202,0.5555403722287464,0.5867875759806725,0.596832448193273,0.5868984879854444,0.5680188583715194,0.59923397338011,0.5770519244834313
bm25 (factuals_only),0.5949528507668043,0.6040247678018577,0.5743681402108368,0.5491911741226809,0.5661249963913338,0.5834062634256568,0.5794416721927338,0.5857991285970053,0.6045606749670286,0.5602835226343843,0.5722439849109504
bm25 mixed (full),0.5929496764652842,0.6016301915252292,0.5772626097914368,0.5521302976500285,0.5530528786230018,0.5480833118661209,0.5728037403596163,0.5757114223731371,0.5616681716587575,0.5415469425443225,0.5545616163929127
bm25 factual_anchored (full),0.5752597355777109,0.5688977338096597,0.569173885542997,0.5581811429708946,0.5485481236696199,0.5608093951829342,0.5697716080674634,0.5715863661428177,0.5707414753470179,0.549409928976441,0.5497498718072247
contriever (factuals_only),0.5643270052186933,0.587343138362861,0.5854048751957392,0.5859808034579201,0.5606909574320296,0.5811942454139626,0.5939644552977887,0.5841035767642925,0.5585057403821706,0.5813749604779472,0.5767336951420801
contriever mixed (full),0.5462674617011669,0.5663072808002996,0.5977116711540044,0.5698841633781393,0.5924265384730502,0.5729382786385597,0.5618866408023034,0.593229415546612,0.5897298668173848,0.5970375471685058,0.5931988361064999
contriever factual_anchored (full),0.5462674617011669,0.560438632878719,0.5977116711540044,0.5845596895596895,0.5924265384730502,0.5726496942976343,0.5682457967935804,0.5984443338290374,0.5951481321640099,0.5938890254444606,0.5933262707951009
bge_large (factuals_only),0.560909648590808,0.588670356685812,0.5704148143690884,0.5559156840126463,0.5613811488586432,0.5648745694006012,0.5235828045317698,0.5909313668473415,0.5686942956416356,0.5500723474538814,0.5667483471205748
bge_large mixed (full),0.5604752562743018,0.6049402886373361,0.5937152064193263,0.5660842479825511,0.5501232101232101,0.5572846624815935,0.5635943664390968,0.5610249352592482,0.5589829830021393,0.5655210148410743,0.5614696875895593
bge_large factual_anchored (full),0.5605786829730207,0.6049402886373361,0.5885670220039954,0.5660842479825511,0.5507081853663687,0.5515655969925419,0.5596214838575185,0.5560855212914138,0.553632108471222,0.5603474105156232,0.5614696875895593
