iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,probe_entropy,20,480,0,0,0,100,1.0,,0.7171052631578947,0.5755277887174346,0.703747078483506,0.5802901900359527,0.621759356959627
1,retrieval,uncertainty,probe_entropy,30,470,10,0,0,90,1.0,,0.6973684210526315,0.558779211037002,0.681166257116348,0.5741804692891649,0.6089876522367131
2,retrieval,uncertainty,probe_entropy,40,460,10,0,0,80,1.0,,0.6907894736842105,0.5572094543962416,0.677318002202508,0.5655856643356644,0.6164296064941824
3,retrieval,uncertainty,probe_entropy,50,450,10,0,0,70,1.0,,0.7105263157894737,0.571635220125786,0.6953761171797418,0.574867471709577,0.6250261446184292
4,retrieval,uncertainty,probe_entropy,60,440,10,0,0,60,1.0,,0.6907894736842105,0.5576386659532727,0.6753438968548371,0.5624097311597313,0.6164296064941824
5,retrieval,uncertainty,probe_entropy,70,430,10,0,0,50,1.0,,0.7039473684210527,0.6850742240215923,0.7056946516087791,0.7065004560656736,0.7306360528426118
6,retrieval,uncertainty,probe_entropy,80,420,10,0,0,40,1.0,,0.7236842105263158,0.709425401424424,0.7256236322396238,0.739358690844759,0.7423047594929585
7,retrieval,uncertainty,probe_entropy,90,410,10,0,0,30,1.0,,0.7368421052631579,0.7421328706136455,0.7405564416810902,0.7579749373433584,0.7858135314227832
8,retrieval,uncertainty,probe_entropy,100,400,10,0,0,20,1.0,,0.7697368421052632,0.7836725159417173,0.7749438919211561,0.8196829182123299,0.8090299525879656
9,retrieval,uncertainty,probe_entropy,110,390,10,0,0,10,1.0,,0.743421052631579,0.7389575806235783,0.7452028618817216,0.7966042966042967,0.7539734661433053
10,retrieval,uncertainty,probe_entropy,120,380,10,0,0,0,1.0,,0.756578947368421,0.7488816148390616,0.7603529589111896,0.8075480359367827,0.7609910100029544
