iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,47,40,7,0.525,0.4753110309286009,0.531332691791474,0.495707793033308,0.47408786658647023
2,20,full,static,-,-,63,50,13,0.555,0.5131567614125754,0.5625503875968993,0.5170110548206522,0.5179151592893251
3,30,full,static,-,-,79,60,19,0.5,0.4569126424472336,0.508377499160518,0.4813092435222995,0.46396792655648517
4,40,full,static,-,-,96,70,26,0.53,0.4833764326185939,0.5367368227437647,0.5034769751616215,0.47941554044017515
5,50,full,static,-,-,112,80,32,0.54,0.4911983233925681,0.5459436297116153,0.5227949687658208,0.48186339058917477
6,60,full,static,-,-,131,90,41,0.535,0.4606765987969868,0.5393346773592993,0.4822473900310687,0.458053866779651
7,70,full,static,-,-,149,100,49,0.54,0.4852503915740365,0.544477863717848,0.4937336306133299,0.48740051853936084
8,80,full,static,-,-,165,110,55,0.55,0.5116633053946386,0.5590070261555803,0.5127386492656479,0.5238906573790602
9,90,full,static,-,-,182,120,62,0.54,0.4815848629502948,0.5467538822161433,0.49220238095238084,0.4862362041823782
10,100,full,static,-,-,198,130,68,0.515,0.4626334531781289,0.5218587331680966,0.4877646443192661,0.4591725301370479
11,110,full,static,-,-,198,130,68,0.53,0.4812731823795016,0.5379445598553212,0.5023939772945317,0.47983812326640907
1,10,factuals_only,static,-,-,40,40,0,0.555,0.529314375961886,0.560309590208673,0.524105190891421,0.5503065071883603
2,20,factuals_only,static,-,-,50,50,0,0.54,0.5067307356515267,0.547319629696928,0.5182424195010008,0.515038465827777
3,30,factuals_only,static,-,-,60,60,0,0.54,0.5105584213542946,0.546766046898324,0.540054347826087,0.5017258138748864
4,40,factuals_only,static,-,-,70,70,0,0.53,0.48385400513546967,0.536109307549811,0.5065681891981294,0.47770316133560975
5,50,factuals_only,static,-,-,80,80,0,0.54,0.49087077470901025,0.5432120592674258,0.4999793439643064,0.4917733321325642
6,60,factuals_only,static,-,-,90,90,0,0.53,0.46154608103760647,0.531842217104929,0.49850485121584875,0.45006521404719363
7,70,factuals_only,static,-,-,100,100,0,0.545,0.4737438215639724,0.5474244055486186,0.4894978387998983,0.4743618892390095
8,80,factuals_only,static,-,-,110,110,0,0.54,0.48691614767129643,0.5433740077618796,0.49492155598538584,0.4921959149587982
9,90,factuals_only,static,-,-,120,120,0,0.54,0.5040896895806576,0.5440888566813763,0.5043413307351926,0.5127092927236973
10,100,factuals_only,static,-,-,130,130,0,0.54,0.4968216358654384,0.5463890155100709,0.5123983423983424,0.4995488561352688
11,110,factuals_only,static,-,-,130,130,0,0.535,0.48963337017735764,0.5402650249571126,0.5045312095312096,0.4933760166290959
1,10,factuals_only,bm25,-,20,40,40,0,0.525,0.5003138903848122,0.5317638307000009,0.5033608137484106,0.519639651073934
1,10,factuals_only,bm25,-,20,40,40,0,0.535,0.5126362320103401,0.5406090892118042,0.5226078669488392,0.5253867775107155
