iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7105263157894737,0.5700705694896472,0.6990061047497383,0.5764931259860266,0.6140360256428293
1,retrieval,uncertainty,entropy,30,470,10,0,0,90,1.0,,0.7171052631578947,0.6881079900219984,0.7145290744732309,0.7145989304812834,0.7244574815815266
2,retrieval,uncertainty,entropy,40,460,10,0,0,80,1.0,,0.75,0.746190062571378,0.7500843255354039,0.8135976304397357,0.7597670197948762
3,retrieval,uncertainty,entropy,50,450,10,0,0,70,1.0,,0.75,0.7310612582501983,0.7528128301078824,0.7633157663592446,0.7544100695470298
4,retrieval,uncertainty,entropy,60,440,10,0,0,60,1.0,,0.7631578947368421,0.7421570216883344,0.7655732490880801,0.7718248390192607,0.7690299525879655
5,retrieval,uncertainty,entropy,70,430,10,0,0,50,1.0,,0.7697368421052632,0.7472179571543467,0.7705833865418433,0.7758283859306877,0.7736811153786631
6,retrieval,uncertainty,entropy,80,420,10,0,0,40,1.0,,0.7631578947368421,0.7652723556766684,0.7624037545657634,0.7804545454545455,0.8066635715190141
7,retrieval,uncertainty,entropy,90,410,10,0,0,30,1.0,,0.7631578947368421,0.7652723556766684,0.7624037545657634,0.7804545454545455,0.8066635715190141
8,retrieval,uncertainty,entropy,100,400,10,0,0,20,1.0,,0.7763157894736842,0.776293506568787,0.7759631493305911,0.7873989898989899,0.8136811153786633
9,retrieval,uncertainty,entropy,110,390,10,0,0,10,1.0,,0.7894736842105263,0.7861672688403978,0.789931180244495,0.7940140225114758,0.8206986592383123
10,retrieval,uncertainty,entropy,120,380,10,0,0,0,1.0,,0.8026315789473685,0.7973116574147502,0.8040924078634334,0.8057568438003221,0.8277162030979615
