iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,probe_entropy,20,480,0,0,0,100,1.0,,0.6973684210526315,0.5622769948727396,0.6859871067093911,0.5748526722210933,0.6131628188353803
1,retrieval,uncertainty,probe_entropy,30,470,10,0,0,90,1.0,,0.6644736842105263,0.5340280409245926,0.6489131898047507,0.5538642757999775,0.5891590108658441
2,retrieval,uncertainty,probe_entropy,40,460,10,0,0,80,1.0,,0.7236842105263158,0.5828445747800586,0.7130488887173946,0.5823400323400324,0.6373612459376187
3,retrieval,uncertainty,probe_entropy,50,450,10,0,0,70,1.0,,0.7236842105263158,0.5839960899315738,0.7114280753202654,0.5847442031652558,0.6309012976172053
4,retrieval,uncertainty,probe_entropy,60,440,10,0,0,60,1.0,,0.7039473684210527,0.5670633352155091,0.6927244154110573,0.5679252298120223,0.6223047594929586
5,retrieval,uncertainty,probe_entropy,70,430,10,0,0,50,1.0,,0.6973684210526315,0.690002063983488,0.6982210363369724,0.7381928597718073,0.7248818919793468
6,retrieval,uncertainty,probe_entropy,80,420,10,0,0,40,1.0,,0.7039473684210527,0.6853319806568967,0.7028244210933646,0.7069369226205611,0.7317784437034849
7,retrieval,uncertainty,probe_entropy,90,410,10,0,0,30,1.0,,0.7236842105263158,0.7341491841491843,0.7206347380689485,0.7575928292548209,0.7810807692848802
8,retrieval,uncertainty,probe_entropy,100,400,10,0,0,20,1.0,,0.743421052631579,0.7649903573516127,0.7452775647862692,0.8079312865497077,0.7949948648686672
9,retrieval,uncertainty,probe_entropy,110,390,10,0,0,10,1.0,,0.75,0.7685112834025878,0.7523865742222435,0.8069515806677414,0.7951158570041785
10,retrieval,uncertainty,probe_entropy,120,380,10,0,0,0,1.0,,0.756578947368421,0.7736938240970499,0.7589937901774702,0.8099717436879044,0.7986246289340031
