iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,46,40,6,0.515,0.4722524499550309,0.5223526633571223,0.49164886039886047,0.4731781323779442
2,20,full,static,-,-,60,50,10,0.53,0.45789237521974085,0.5339050036351827,0.47722445403296465,0.4599756999806975
3,30,full,static,-,-,77,60,17,0.55,0.49670576223541185,0.5546626766441196,0.5224689159367416,0.49090979331373835
4,40,full,static,-,-,94,70,24,0.515,0.4671911437682963,0.5237269448842339,0.4874998307242711,0.4765388469786271
5,50,full,static,-,-,113,80,33,0.535,0.45926505756101205,0.5381149419216419,0.48672679573410155,0.45591890484885167
6,60,full,static,-,-,128,90,38,0.525,0.45755260694136907,0.531169676341888,0.4744446953351063,0.4604014130500887
7,70,full,static,-,-,144,100,44,0.55,0.5031425364758698,0.5551968401968401,0.5229555537630072,0.4996554205001453
8,80,full,static,-,-,162,110,52,0.545,0.47927520822257663,0.5503981924508241,0.4964805055384766,0.4843631522240747
9,90,full,static,-,-,175,120,55,0.535,0.4796361001854186,0.5433482866816868,0.49559159467428054,0.4797315589015327
10,100,full,static,-,-,192,130,62,0.53,0.4786818254209558,0.5384277570255831,0.494883022961951,0.47983812326640907
11,110,full,static,-,-,192,130,62,0.52,0.47134046442167027,0.5300510421453923,0.49530602220257386,0.4686567586110461
1,10,factuals_only,static,-,-,40,40,0,0.545,0.5101560548338472,0.551156235984617,0.513425925925926,0.5249331644479659
2,20,factuals_only,static,-,-,50,50,0,0.525,0.4787099081331876,0.531542188884728,0.49374999999999997,0.483678659425345
3,30,factuals_only,static,-,-,60,60,0,0.53,0.48662013702573076,0.5374470592272467,0.5143132918146015,0.48133424339806447
4,40,factuals_only,static,-,-,70,70,0,0.575,0.5456411591083662,0.5808441619585687,0.5454987422255259,0.5557376151637844
5,50,factuals_only,static,-,-,80,80,0,0.545,0.4732246291252502,0.5460991458134314,0.494785717236861,0.469989075645806
6,60,factuals_only,static,-,-,90,90,0,0.555,0.5098323503238757,0.5583973719500839,0.5148340903170204,0.5178731634805068
7,70,factuals_only,static,-,-,100,100,0,0.555,0.5289343878896118,0.559298826380916,0.5420741789538782,0.5282603407291063
8,80,factuals_only,static,-,-,110,110,0,0.54,0.48734297195188697,0.5455826825263327,0.4950734037348379,0.4950726084203463
9,90,factuals_only,static,-,-,120,120,0,0.54,0.5020817417876241,0.5474651133180546,0.5145876345876346,0.5091816447829618
10,100,factuals_only,static,-,-,130,130,0,0.535,0.4846761863161558,0.5393981856350277,0.4931996988518727,0.48974493456664137
11,110,factuals_only,static,-,-,130,130,0,0.54,0.4910864427264123,0.5445904933273354,0.49986636551853936,0.49591777407281423
1,10,factuals_only,bm25,-,20,40,40,0,0.525,0.4995156094260953,0.5324629126202016,0.5186703496140882,0.5075947475997451
1,10,factuals_only,bm25,-,20,40,40,0,0.525,0.4991753810600961,0.5328377341478072,0.5200798562867528,0.5065212102943237
2,20,factuals_only,bm25,-,20,50,50,0,0.51,0.4717018173167051,0.5167958714693477,0.484760226568376,0.49172455088982114
2,20,factuals_only,bm25,-,20,50,50,0,0.5,0.46499095012998665,0.508386681290712,0.4817803219399817,0.4864000072792735
3,30,factuals_only,bm25,-,20,60,60,0,0.505,0.4651177927307722,0.5113476773719008,0.4822673189219083,0.4673055240198139
3,30,factuals_only,bm25,-,20,60,60,0,0.5,0.4625316694097494,0.5066037343112463,0.4786687799985672,0.4644319608014231
4,40,factuals_only,bm25,-,20,70,70,0,0.53,0.4888309487447418,0.5369823265814645,0.49259349411523323,0.4997005465521207
4,40,factuals_only,bm25,-,20,70,70,0,0.53,0.4880542557240621,0.5369806630186602,0.49059641800856807,0.4997005465521207
5,50,factuals_only,bm25,-,20,80,80,0,0.53,0.48684623134751015,0.5365612111673492,0.4896735072590761,0.501196666683776
5,50,factuals_only,bm25,-,20,80,80,0,0.53,0.48684623134751015,0.5365612111673492,0.4896735072590761,0.501196666683776
6,60,factuals_only,bm25,-,20,90,90,0,0.515,0.47830758055435313,0.5206880246394894,0.4813367791628662,0.4897900606186169
6,60,factuals_only,bm25,-,20,90,90,0,0.515,0.4806361299320814,0.5218766017692191,0.4878562068493419,0.4897900606186169
7,70,factuals_only,bm25,-,20,100,100,0,0.515,0.46360830527497193,0.5220530303030304,0.47178130511463845,0.47770316133560975
7,70,factuals_only,bm25,-,20,100,100,0,0.515,0.46271845438512105,0.521757215007215,0.47311287477954145,0.4781257441618438
8,80,factuals_only,bm25,-,20,110,110,0,0.53,0.4587098529838223,0.5318088334386487,0.4705896517921835,0.46412014192094736
8,80,factuals_only,bm25,-,20,110,110,0,0.53,0.46056512419802714,0.5311733689877288,0.47792087542087547,0.46412014192094736
9,90,factuals_only,bm25,-,20,120,120,0,0.5,0.43262045128328963,0.5047164122451243,0.4487413683161204,0.44313485569695704
9,90,factuals_only,bm25,-,20,120,120,0,0.495,0.4258588931110931,0.5003657315200737,0.44087088290674786,0.4358884788853628
10,100,factuals_only,bm25,-,20,130,130,0,0.51,0.43585626120180215,0.5171714678841058,0.44610829850667244,0.4465406963496154
10,100,factuals_only,bm25,-,20,130,130,0,0.515,0.44070477430624916,0.5203769079548711,0.45448301021471754,0.44941425956800624
11,110,factuals_only,bm25,-,20,130,130,0,0.52,0.46521830459731167,0.526371836198648,0.47891968465139195,0.47322378337753007
11,110,factuals_only,bm25,-,20,130,130,0,0.52,0.46521830459731167,0.526371836198648,0.47891968465139195,0.47322378337753007
1,10,full,bm25,mixed,20,46,40,6,0.53,0.4989087230159301,0.5358069849726916,0.5131212507299464,0.5026927868154314
2,20,full,bm25,mixed,20,60,50,10,0.535,0.4980212597859657,0.5395386770092653,0.5180391534657635,0.4959755571949475
3,30,full,bm25,mixed,20,77,60,17,0.51,0.46070901057734126,0.5185677315230272,0.4830043978278489,0.4589594014072951
4,40,full,bm25,mixed,20,94,70,24,0.525,0.47242704331953816,0.5313062750299058,0.4884049763483402,0.4715303218294369
5,50,full,bm25,mixed,20,113,80,33,0.5,0.4525289525289526,0.5076179376179375,0.4737444963760753,0.4484168785510761
6,60,full,bm25,mixed,20,128,90,38,0.535,0.4979345579550778,0.5397509006503535,0.5166415284062343,0.49043788485464707
7,70,full,bm25,mixed,20,144,100,44,0.535,0.4813168221625384,0.5379241961179803,0.49525716020969185,0.48057672455400063
8,80,full,bm25,mixed,20,162,110,52,0.52,0.46155168198357566,0.522706756698451,0.47854246024977737,0.46918277555899923
9,90,full,bm25,mixed,20,175,120,55,0.53,0.47612257108381134,0.535936619366852,0.4995059412132583,0.4789709098143116
10,100,full,bm25,mixed,20,192,130,62,0.53,0.4723998508312233,0.5379129664423783,0.48563896625912123,0.48175682622429833
11,110,full,bm25,mixed,20,192,130,62,0.525,0.47072756751279315,0.533439276485788,0.48754578754578753,0.4793058458321415
1,10,full,bm25,factual_anchored,20,46,40,6,0.51,0.47290643530139326,0.5158989413947396,0.48527475610808946,0.48181406495631723
2,20,full,bm25,factual_anchored,20,60,50,10,0.525,0.48572595704948646,0.5328655462184875,0.49811849350750953,0.5002418064232745
3,30,full,bm25,factual_anchored,20,77,60,17,0.5,0.46201986376687837,0.5066890804168558,0.47683931918295,0.46797226581231627
4,40,full,bm25,factual_anchored,20,94,70,24,0.52,0.4663786838369637,0.5269848469412013,0.48144146690103967,0.46800580413185866
5,50,full,bm25,factual_anchored,20,113,80,33,0.53,0.4766586403767814,0.5350055985993017,0.4942440711462451,0.4739813022215939
6,60,full,bm25,factual_anchored,20,128,90,38,0.515,0.46117228500595636,0.5208754950255965,0.4751098389914179,0.46396792655648517
7,70,full,bm25,factual_anchored,20,144,100,44,0.545,0.4917585033453062,0.5515769050274156,0.5023687842795393,0.49868844755960023
8,80,full,bm25,factual_anchored,20,162,110,52,0.52,0.4628258094818905,0.5261126963835138,0.47768085366599394,0.4673548496526713
9,90,full,bm25,factual_anchored,20,175,120,55,0.51,0.455163421945543,0.5199791577822256,0.475298594787978,0.4593819842335291
10,100,full,bm25,factual_anchored,20,192,130,62,0.5,0.4439943231503334,0.5086664560066094,0.46399990107886774,0.4475496650989787
11,110,full,bm25,factual_anchored,20,192,130,62,0.495,0.4398156835635771,0.5039150029706146,0.45718814558290166,0.4446761018805878
1,10,factuals_only,contriever,-,20,40,40,0,0.54,0.5010837011862442,0.5455698269463651,0.5150568015127511,0.5073663759467916
1,10,factuals_only,contriever,-,20,40,40,0,0.53,0.49090875895307534,0.5371534599539062,0.5079031051253273,0.4983199732222279
2,20,factuals_only,contriever,-,20,50,50,0,0.505,0.4547108979115359,0.5138816971936643,0.4724890877001357,0.4638613621916088
2,20,factuals_only,contriever,-,20,50,50,0,0.515,0.4605297995004756,0.5225350509985125,0.47958147548790825,0.4696084886283904
