strategy,10,20,30,40,50,60,70,80,90,100,110
static (full),0.4722524499550309,0.45789237521974085,0.49670576223541185,0.4671911437682963,0.45926505756101205,0.45755260694136907,0.5031425364758698,0.47927520822257663,0.4796361001854186,0.4786818254209558,0.47134046442167027
static (factuals_only),0.5101560548338472,0.4787099081331876,0.48662013702573076,0.5456411591083662,0.4732246291252502,0.5098323503238757,0.5289343878896118,0.48734297195188697,0.5020817417876241,0.4846761863161558,0.4910864427264123
bm25 (factuals_only),0.4995156094260953,0.4717018173167051,0.4651177927307722,0.4888309487447418,0.48684623134751015,0.47830758055435313,0.46360830527497193,0.4587098529838223,0.43262045128328963,0.43585626120180215,0.46521830459731167
bm25 mixed (full),0.4989087230159301,0.4980212597859657,0.46070901057734126,0.47242704331953816,0.4525289525289526,0.4979345579550778,0.4813168221625384,0.46155168198357566,0.47612257108381134,0.4723998508312233,0.47072756751279315
bm25 factual_anchored (full),0.47290643530139326,0.48572595704948646,0.46201986376687837,0.4663786838369637,0.4766586403767814,0.46117228500595636,0.4917585033453062,0.4628258094818905,0.455163421945543,0.4439943231503334,0.4398156835635771
contriever (factuals_only),0.5010837011862442,0.4547108979115359,0.4588962376238124,0.4930181207198991,0.4704469459022493,0.48586307143775526,0.45062938311824513,0.45688458493336537,0.43469387755102035,0.45276028231439214,0.44028057801881015
contriever mixed (full),0.4765568788728823,0.4798356208124604,0.4795135700947844,0.4947541895731564,0.4608055201589201,0.4960927109335867,0.47480345708789146,,0.47981435176173665,0.4986658711092269,0.5011364133167202
contriever factual_anchored (full),0.48326572967033515,0.48770009145793386,0.4815114271810342,0.4961600429645543,0.4634117072341872,0.5092792329085726,0.4701709111114476,0.49698500977454424,0.48382130084257735,0.49610148553655525,0.4971073288919523
bge_large (factuals_only),0.467961631544443,0.479345156667318,0.4921624741014016,0.46775683251039757,0.4654189875074533,0.45657964986609484,0.4691253468304197,0.48359132833500124,0.469752942898723,0.45344535060828656,0.4540747128568426
bge_large mixed (full),0.500993958365759,0.45644492868223113,0.48278525890341434,0.4634396133427645,0.5039765772905385,0.4718885514222008,0.4700096369146997,0.4845739049015232,0.48620436336491607,0.4681100328724191,0.45700843248975404
bge_large factual_anchored (full),0.4913151522751203,0.4899947478741848,0.4870051688937138,0.46196902510747045,0.4979030933013233,0.47104462824657894,0.47467532942302587,0.48641807750041277,0.48620436336491607,0.46740211433782797,0.45363617144971197
