iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7171052631578947,0.5757006051589132,0.703960082183486,0.5777777777777778,0.6251471367539404
1,retrieval,uncertainty,entropy,30,470,10,0,0,90,1.0,,0.6907894736842105,0.6463119534500896,0.6887432597898038,0.680856971975393,0.6848818919793469
2,retrieval,uncertainty,entropy,40,460,10,0,0,80,1.0,,0.6842105263157895,0.6363558962750337,0.6802821050932485,0.6800460829493088,0.6692800030013553
3,retrieval,uncertainty,entropy,50,450,10,0,0,70,1.0,,0.7105263157894737,0.6892862692862692,0.7097975124290914,0.717697504631143,0.7364296064941825
4,retrieval,uncertainty,entropy,60,440,10,0,0,60,1.0,,0.7236842105263158,0.6719777571225175,0.7248248005733313,0.704227582846004,0.7103437020779696
5,retrieval,uncertainty,entropy,70,430,10,0,0,50,1.0,,0.75,0.7417193952099612,0.7543080904209255,0.7498724168912847,0.7931466865506456
6,retrieval,uncertainty,entropy,80,420,10,0,0,40,1.0,,0.75,0.7558434923952164,0.7479437447677012,0.7788571428571429,0.8030338074536782
7,retrieval,uncertainty,entropy,90,410,10,0,0,30,1.0,,0.75,0.7337596186584949,0.7507673870580435,0.7667954852165378,0.7611856291356565
8,retrieval,uncertainty,entropy,100,400,10,0,0,20,1.0,,0.7763157894736842,0.7695159089276736,0.7766533496603156,0.8288711288711289,0.7839654468971144
9,retrieval,uncertainty,entropy,110,390,10,0,0,10,1.0,,0.7894736842105263,0.8041576201576202,0.7886089349247244,0.8358516483516484,0.8286166096878121
10,retrieval,uncertainty,entropy,120,380,10,0,0,0,1.0,,0.7960526315789473,0.8074730536306722,0.7968746903502626,0.8378658378658379,0.8321253816176368
