strategy,10,20,30,40,50
static (full),0.5660595614989387,0.5742986341823552,0.568723213636275,0.5825744110137996,0.5698945468135653
static (factuals_only),0.5761144086917283,0.5717660235652025,0.572983344336401,0.5722232847238825,0.5761725955204217
bm25 (factuals_only),0.5656610126793372,0.5806041650376625,0.5772386634853373,0.5837021269836227,0.5835480047274446
bm25 mixed (full),0.5719043619797146,0.5655064268940799,0.5725015812776724,0.5779767098643743,0.574057215023848
bm25 factual_anchored (full),0.5737773009918289,0.5743459181983772,0.5636353481228074,0.5609501685685625,0.5804077904615145
contriever (factuals_only),0.5764786038728186,0.5767079230013984,0.5628153955808981,0.5735956442360577,0.5668078019675623
contriever mixed (full),0.5729473346024141,0.5644727060385287,0.5578254503621198,0.5507027724049001,0.5507027724049001
contriever factual_anchored (full),0.5729473346024141,0.5644727060385287,0.5578254503621198,0.5547585747585748,0.5507027724049001
bge_large (factuals_only),0.5669385107909698,0.5918148890712972,0.5964750957854406,0.5878688544081803,
bge_large mixed (full),0.5681551650492637,0.5950540141847627,0.5890471757344822,0.5587564985554342,
bge_large factual_anchored (full),0.5681551650492637,0.5950540141847627,0.5890471757344822,0.5647024260559251,
