iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,probe_entropy,20,480,0,0,0,100,1.0,,0.7368421052631579,0.5950028597579513,0.7225690653605099,0.5992044979208189,0.6368158434042872
1,retrieval,uncertainty,probe_entropy,36,470,10,6,6,90,1.0,,0.7039473684210527,0.5653325319299455,0.6862582687128282,0.5791369465037066,0.6200987633478242
2,retrieval,uncertainty,probe_entropy,56,460,10,10,16,80,1.0,,0.7105263157894737,0.5725510424300204,0.6999724053647242,0.5783347257031467,0.6269559222836563
3,retrieval,uncertainty,probe_entropy,76,450,10,10,26,70,1.0,,0.7236842105263158,0.5792620255788693,0.7134831647569092,0.5792172392172392,0.6275135178228919
4,retrieval,uncertainty,probe_entropy,94,440,10,8,34,60,1.0,,0.6973684210526315,0.5632088207092878,0.6856595511284963,0.5705302810779485,0.6123360392427205
5,retrieval,uncertainty,probe_entropy,114,430,10,10,44,50,1.0,,0.7171052631578947,0.6937833745423878,0.7184267775124662,0.7112337662337662,0.727805868587534
6,retrieval,uncertainty,probe_entropy,133,420,10,9,53,40,1.0,,0.7236842105263158,0.7031378085825525,0.7233131683656581,0.7202813852813853,0.745692539287272
7,retrieval,uncertainty,probe_entropy,153,410,10,10,63,30,1.0,,0.7368421052631579,0.7250251714941741,0.7355459440755228,0.7549177489177489,0.7572402538021075
8,retrieval,uncertainty,probe_entropy,173,400,10,10,73,20,1.0,,0.7631578947368421,0.7448939090517547,0.7639808054963986,0.7725490196078431,0.7724177323822788
9,retrieval,uncertainty,probe_entropy,192,390,10,9,82,10,1.0,,0.7368421052631579,0.714661161671471,0.7367316045422394,0.7271546840958605,0.7560978629412343
10,retrieval,uncertainty,probe_entropy,212,380,10,10,92,0,1.0,,0.743421052631579,0.7164672822159774,0.7453464049525661,0.7267389658566129,0.7562188550767456
