iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7171052631578947,0.5802828174864649,0.7069587227681933,0.5877705373357547,0.6304646942134807
1,retrieval,uncertainty,entropy,30,470,10,0,0,90,1.0,,0.6973684210526315,0.6599281150662512,0.694114073186933,0.7153807814992026,0.6895330547700447
2,retrieval,uncertainty,entropy,40,460,10,0,0,80,1.0,,0.7105263157894737,0.6690589859907915,0.7090520574028926,0.7236735798767283,0.6934784301035937
3,retrieval,uncertainty,entropy,50,450,10,0,0,70,1.0,,0.7236842105263158,0.6724221063716862,0.7248946664913051,0.7055325914149443,0.7069559222836561
4,retrieval,uncertainty,entropy,60,440,10,0,0,60,1.0,,0.7171052631578947,0.6881279606965174,0.7148243426101132,0.7976085799446455,0.6981295928942913
5,retrieval,uncertainty,entropy,70,430,10,0,0,50,1.0,,0.7171052631578947,0.6776129854756598,0.7156550392612433,0.7327882759588729,0.7003749818277315
6,retrieval,uncertainty,entropy,80,420,10,0,0,40,1.0,,0.7368421052631579,0.6934520965576867,0.7379034213579816,0.742695275738754,0.7173612459376187
7,retrieval,uncertainty,entropy,90,410,10,0,0,30,1.0,,0.7368421052631579,0.6802084596034342,0.7406031614546574,0.7071693121693122,0.7097589067563321
8,retrieval,uncertainty,entropy,100,400,10,0,0,20,1.0,,0.7697368421052632,0.7491949843205719,0.7720453216254308,0.7781045751633987,0.7759265043121034
9,retrieval,uncertainty,entropy,110,390,10,0,0,10,1.0,,0.7763157894736842,0.7549397827300112,0.7769271566247197,0.7823162153750388,0.7839654468971144
10,retrieval,uncertainty,entropy,120,380,10,0,0,0,1.0,,0.7697368421052632,0.7622498410141431,0.7741178148756734,0.7655233785822022,0.8135207304548461
