iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7105263157894737,0.5717627994125689,0.7010676838320544,0.5814693849247625,0.6235681424893429
1,retrieval,uncertainty,entropy,30,470,10,0,0,90,1.0,,0.7368421052631579,0.5944008372579801,0.7235241262496901,0.5966528025351556,0.6500513513133275
2,retrieval,uncertainty,entropy,40,460,10,0,0,80,1.0,,0.7236842105263158,0.6804481195372285,0.7226041636841533,0.737003767024051,0.7047105333502159
3,retrieval,uncertainty,entropy,50,450,10,0,0,70,1.0,,0.7368421052631579,0.7217645099998041,0.7371390219687433,0.7593391902215432,0.7516070850743539
4,retrieval,uncertainty,entropy,60,440,10,0,0,60,1.0,,0.75,0.7221086676667412,0.7509322502739565,0.7358603579656211,0.75748223807313
5,retrieval,uncertainty,entropy,70,430,10,0,0,50,1.0,,0.7763157894736842,0.7534694312507613,0.7774191412835156,0.7766310907820342,0.7828230560362414
6,retrieval,uncertainty,entropy,80,420,10,0,0,40,1.0,,0.8223684210526315,0.8021037615992024,0.8253615410952236,0.8524062649450024,0.8096692412667595
7,retrieval,uncertainty,entropy,90,410,10,0,0,30,1.0,,0.8157894736842105,0.8220373846938303,0.82080444198645,0.8499536541889483,0.8415093065462372
8,retrieval,uncertainty,entropy,100,400,10,0,0,20,1.0,,0.8289473684210527,0.8326669562139681,0.8322285308954027,0.8578213399503722,0.8496692412667596
9,retrieval,uncertainty,entropy,110,390,10,0,0,10,1.0,,0.8355263157894737,0.8356803053577246,0.8390219456615284,0.8570521091811415,0.853178013196584
10,retrieval,uncertainty,entropy,120,380,10,0,0,0,1.0,,0.8355263157894737,0.8369019475402455,0.8393233802168372,0.8609133459835547,0.853178013196584
