iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,37,30,7,0.7236842105263158,0.5822024028602976,0.7140742610920935,0.5892512592845557,0.6385036367984918
2,20,full,static,-,-,54,40,14,0.7039473684210527,0.6766649450684431,0.7053493246621185,0.6982596853564595,0.7317784437034849
3,30,full,static,-,-,69,50,19,0.7039473684210527,0.6869694890301492,0.7076564689008348,0.7159718863560413,0.7340238326369252
4,40,full,static,-,-,85,60,25,0.7368421052631579,0.722834842913502,0.741375552586114,0.7632371794871795,0.7572402538021075
5,50,full,static,-,-,98,70,28,0.743421052631579,0.7275127013527034,0.7462012582409043,0.7665608369617803,0.7618914165928051
6,60,full,static,-,-,113,80,33,0.743421052631579,0.7274333500986694,0.7492138789782358,0.7662923351158646,0.760749025731932
7,70,full,static,-,-,128,90,38,0.75,0.7329974428087637,0.7547427167337794,0.7683416686512662,0.7642577976617566
8,80,full,static,-,-,143,100,43,0.75,0.7347633795774652,0.7506844735198909,0.7694917417417417,0.7687879683169431
9,90,full,static,-,-,157,110,47,0.743421052631579,0.7299343083050948,0.7457762989715236,0.7658830685203575,0.7641368055262454
10,100,full,static,-,-,173,120,53,0.756578947368421,0.7393350168350169,0.7584847931065036,0.7724065025574459,0.7722967402467676
1,10,factuals_only,static,-,-,30,30,0,0.6973684210526315,0.5629941634883409,0.6847635627661305,0.5772023809523809,0.6210807692848801
2,20,factuals_only,static,-,-,40,40,0,0.7105263157894737,0.6916612410577928,0.71256253860326,0.7193281113551563,0.7386749954276228
3,30,factuals_only,static,-,-,50,50,0,0.7171052631578947,0.7310109915288057,0.7174915036938028,0.7638939621098542,0.7798173862884958
4,40,factuals_only,static,-,-,60,60,0,0.7302631578947368,0.7182059699138423,0.7334639595714014,0.7602779468452019,0.7537314818722829
5,50,factuals_only,static,-,-,70,70,0,0.756578947368421,0.737207969124553,0.7606983954041394,0.77218782249742,0.7689089604524543
6,60,factuals_only,static,-,-,80,80,0,0.7697368421052632,0.7455893784674636,0.7799467394983303,0.7796300555875024,0.7747841134512303
7,70,factuals_only,static,-,-,90,90,0,0.7763157894736842,0.7512135849370539,0.7823336434893559,0.7812252252252252,0.779435276241928
8,80,factuals_only,static,-,-,100,100,0,0.8026315789473685,0.7859500805152979,0.8090132108653275,0.8421371009942439,0.7980005346164127
9,90,factuals_only,static,-,-,110,110,0,0.8092105263157895,0.7925843491840937,0.8130946202887348,0.8449536541889483,0.8015093065462373
10,100,factuals_only,static,-,-,120,120,0,0.8355263157894737,0.8116532319020798,0.8386327104884587,0.8594778694673668,0.8166867851264087
1,10,factuals_only,bm25,-,20,30,30,0,0.7039473684210527,0.5690874259839778,0.6919403884580835,0.5843824884792627,0.627977321009018
1,10,factuals_only,bm25,-,20,30,30,0,0.7039473684210527,0.5677742946708463,0.6920832645878018,0.5841575091575091,0.627977321009018
2,20,factuals_only,bm25,-,20,40,40,0,0.6776315789473685,0.6710654572189165,0.6791649451978954,0.7011022250586679,0.7364689054901353
2,20,factuals_only,bm25,-,20,40,40,0,0.6776315789473685,0.6710654572189165,0.6791649451978954,0.7011022250586679,0.7364689054901353
3,30,factuals_only,bm25,-,20,50,50,0,0.7039473684210527,0.7077081878898677,0.7048654098260018,0.7328004179728318,0.7682696717736602
3,30,factuals_only,bm25,-,20,50,50,0,0.7039473684210527,0.7077081878898677,0.7048654098260018,0.7328004179728318,0.7682696717736602
4,40,factuals_only,bm25,-,20,60,60,0,0.743421052631579,0.767246011052665,0.7462050777545646,0.8174592074592075,0.7983826446629806
4,40,factuals_only,bm25,-,20,60,60,0,0.7368421052631579,0.7611388208484398,0.7396386521482041,0.8142021022455805,0.7914860929388426
5,50,factuals_only,bm25,-,20,70,70,0,0.75,0.7469984923098831,0.7549998446270887,0.8200854700854701,0.7654001885226297
5,50,factuals_only,bm25,-,20,70,70,0,0.743421052631579,0.7395872471344169,0.7447968835754337,0.8125939849624061,0.7596460276593648
6,60,factuals_only,bm25,-,20,80,80,0,0.7631578947368421,0.7661134934248143,0.7670709860521802,0.7878004419513853,0.8089089604524544
6,60,factuals_only,bm25,-,20,80,80,0,0.743421052631579,0.7168313866427074,0.7472383789662838,0.7381634155318366,0.760749025731932
7,70,factuals_only,bm25,-,20,90,90,0,0.7763157894736842,0.7733809772931256,0.7824275375132398,0.7905005875440658,0.8125387245177901
7,70,factuals_only,bm25,-,20,90,90,0,0.7763157894736842,0.7746652654022524,0.7848531030134281,0.7931722162549231,0.8147841134512304
8,80,factuals_only,bm25,-,20,100,100,0,0.7763157894736842,0.7750510359206012,0.7836028102332451,0.7899932523616734,0.8181718932455437
8,80,factuals_only,bm25,-,20,100,100,0,0.7894736842105263,0.7840774812087267,0.7987987866782991,0.7968773103326879,0.8251894371051927
9,90,factuals_only,bm25,-,20,110,110,0,0.7828947368421053,0.75870169647769,0.7868676162058654,0.7843929139223256,0.7863318279660658
9,90,factuals_only,bm25,-,20,110,110,0,0.7828947368421053,0.7573885420554072,0.7864367399956301,0.7803748143748145,0.7863318279660658
10,100,factuals_only,bm25,-,20,120,120,0,0.7960526315789473,0.7914081709686532,0.8017564167934704,0.8028571428571428,0.8298405998958904
10,100,factuals_only,bm25,-,20,120,120,0,0.7960526315789473,0.8065329571163478,0.801795559783314,0.8408627450980392,0.8309829907567636
1,10,full,bm25,mixed,20,37,30,7,0.7171052631578947,0.5788327962764054,0.7066785070445537,0.590004662004662,0.6349948648686672
2,20,full,bm25,mixed,20,54,40,14,0.6710526315789473,0.6453261070208655,0.672370968201749,0.6803797291637583,0.6964689054901353
3,30,full,bm25,mixed,20,69,50,19,0.6973684210526315,0.6792970366521736,0.6971966117404589,0.7076167471819645,0.7282696717736602
4,40,full,bm25,mixed,20,85,60,25,0.743421052631579,0.6962693103997452,0.7478066246301373,0.748360811791579,0.7208700178674432
5,50,full,bm25,mixed,20,98,70,28,0.756578947368421,0.7619468267581475,0.761177345701303,0.784026857045725,0.8042577976617566
6,60,full,bm25,mixed,20,113,80,33,0.7631578947368421,0.765244934988344,0.7709018703314996,0.7876410256410257,0.8077665695915812
7,70,full,bm25,mixed,20,128,90,38,0.7631578947368421,0.7513932875635003,0.7714307668814947,0.7594401323520317,0.8032363989363948
