strategy,10,20,30,40,50,60,70,80,90,100
static (full),0.5822024028602976,0.6766649450684431,0.6869694890301492,0.722834842913502,0.7275127013527034,0.7274333500986694,0.7329974428087637,0.7347633795774652,0.7299343083050948,0.7393350168350169
static (factuals_only),0.5629941634883409,0.6916612410577928,0.7310109915288057,0.7182059699138423,0.737207969124553,0.7455893784674636,0.7512135849370539,0.7859500805152979,0.7925843491840937,0.8116532319020798
bm25 (factuals_only),0.5690874259839778,0.6710654572189165,0.7077081878898677,0.767246011052665,0.7469984923098831,0.7661134934248143,0.7733809772931256,0.7750510359206012,0.75870169647769,0.7914081709686532
bm25 mixed (full),0.5788327962764054,0.6453261070208655,0.6792970366521736,0.6962693103997452,0.7619468267581475,0.765244934988344,0.7513932875635003,0.7514797937911146,0.7517396079098206,0.7470764987642498
bm25 factual_anchored (full),0.5935259478724726,0.6624975089116341,0.7113044828522439,0.7324439313705937,0.7324439313705937,0.7706079025244865,0.7362279712364602,0.7986518122912301,0.782075845069956,0.8158253175484032
contriever (factuals_only),0.575963773731112,0.6830399796282149,0.7284241128475311,0.7325874647409609,0.7810084960829747,0.7654863574029414,0.750957584713604,0.7925146819291926,0.8041576201576202,0.7791032059727713
contriever mixed (full),0.5859411765364542,0.6845156848164367,0.6696811653954511,0.717244151180574,0.7567532467532467,0.7569375949326181,0.7502901682851914,0.7698935085533023,0.7850383707856273,0.81866712160724
contriever factual_anchored (full),0.5869064955662895,0.6381739872982685,0.6805807270497296,0.717244151180574,0.7567532467532467,0.7577207685582069,0.726693567564354,0.7698935085533023,0.7894533941236068,0.8241590886068059
bge_large (factuals_only),0.5892418393823877,0.6500562770562771,0.7387465166412535,0.7500078090645801,0.7661134934248143,0.7997760801707915,0.7834627869594394,0.7686919811540794,0.7759537637418171,0.7844898471728585
bge_large mixed (full),0.5996456500488758,0.6942222222222223,0.7404130681191257,0.7360204019778488,0.7474525632401148,0.7732437089334825,0.7833449649507458,0.7876995764092538,0.8192451371947559,0.8257650501523981
bge_large factual_anchored (full),0.5984990335075224,0.680798185941043,0.7404130681191257,0.7360204019778488,0.7474525632401148,0.7732437089334825,0.7833449649507458,0.7876995764092538,0.8192451371947559,0.8257650501523981
