iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7302631578947368,0.5886100628930817,0.7164591608738828,0.5876265182186236,0.6321646806135895
1,retrieval,uncertainty,entropy,30,470,10,0,0,90,1.0,,0.6907894736842105,0.675083466241361,0.6896221214919277,0.706048091693253,0.7213731200495224
2,retrieval,uncertainty,entropy,40,460,10,0,0,80,1.0,,0.7236842105263158,0.7006516546012345,0.7246086951527022,0.7251760851760852,0.7434471503538317
3,retrieval,uncertainty,entropy,50,450,10,0,0,70,1.0,,0.7236842105263158,0.7114219114219115,0.7205250889461415,0.745016939582157,0.7445895412147048
4,retrieval,uncertainty,entropy,60,440,10,0,0,60,1.0,,0.7368421052631579,0.7108165733637432,0.7375704659871739,0.7266315205327414,0.7538524740077941
5,retrieval,uncertainty,entropy,70,430,10,0,0,50,1.0,,0.7631578947368421,0.7654629629629629,0.7655732212475633,0.7831698113207548,0.8089089604524544
6,retrieval,uncertainty,entropy,80,420,10,0,0,40,1.0,,0.7894736842105263,0.786284348864994,0.7953766584921084,0.8,0.8263318279660659
7,retrieval,uncertainty,entropy,90,410,10,0,0,30,1.0,,0.7960526315789473,0.7922361641510578,0.8007791687802887,0.8028235294117646,0.8298405998958904
8,retrieval,uncertainty,entropy,100,400,10,0,0,20,1.0,,0.8092105263157895,0.8017887764424767,0.8143855406952444,0.8090909090909092,0.8368581437555396
9,retrieval,uncertainty,entropy,110,390,10,0,0,10,1.0,,0.8289473684210527,0.8166990954087728,0.8329691997530951,0.8201290322580645,0.8485268504058864
10,retrieval,uncertainty,entropy,120,380,10,0,0,0,1.0,,0.8421052631578947,0.8423132029515008,0.8455422553266899,0.8647843137254903,0.8566867851264087
