iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7039473684210527,0.5681682766091901,0.6916710617384845,0.5800782550782551,0.6245895412147047
1,retrieval,uncertainty,entropy,40,470,10,10,10,90,1.0,,0.6710526315789473,0.6298772628624023,0.6668085797021769,0.6713224706328156,0.6709677963955599
2,retrieval,uncertainty,entropy,60,460,10,10,20,80,1.0,,0.6907894736842105,0.6735659789956789,0.6895219309454896,0.7038444888444888,0.7213731200495224
3,retrieval,uncertainty,entropy,80,450,10,10,30,70,1.0,,0.7171052631578947,0.696319879581335,0.714987308230144,0.7175758896726638,0.7433261582183205
4,retrieval,uncertainty,entropy,100,440,10,10,40,60,1.0,,0.7171052631578947,0.688399936429045,0.7202487409710288,0.7033868092691622,0.7376535967022609
5,retrieval,uncertainty,entropy,120,430,10,10,50,50,1.0,,0.75,0.7558358308358308,0.7538632967909283,0.777419866423389,0.7973612459376188
6,retrieval,uncertainty,entropy,140,420,10,10,60,40,1.0,,0.7302631578947368,0.7081144252572823,0.7330644606020545,0.7310935441370224,0.7492013112170964
7,retrieval,uncertainty,entropy,160,410,10,10,70,30,1.0,,0.7697368421052632,0.7724244268614322,0.7737178460454239,0.7867887667887669,0.8112753415214058
8,retrieval,uncertainty,entropy,180,400,10,10,80,20,1.0,,0.7631578947368421,0.7581076283221749,0.7660552042957364,0.8193920335429767,0.7724177323822788
9,retrieval,uncertainty,entropy,200,390,10,10,90,10,1.0,,0.7828947368421053,0.7595672578427337,0.7859435073983904,0.784476947535771,0.7863318279660658
10,retrieval,uncertainty,entropy,220,380,10,10,100,0,1.0,,0.7697368421052632,0.7494115550123496,0.7728312071906908,0.7748432166388822,0.7747841134512303
