strategy,10,20,30,40,50,60
static (full),0.7302631578947368,0.75,0.7236842105263158,0.743421052631579,0.7302631578947368,
static (factuals_only),0.7171052631578947,0.7236842105263158,0.7236842105263158,0.7302631578947368,0.743421052631579,
bm25 (factuals_only),0.7236842105263158,0.7368421052631579,0.7105263157894737,0.7236842105263158,0.7236842105263158,0.7236842105263158
bm25 mixed (full),0.7171052631578947,0.7171052631578947,0.7302631578947368,0.7368421052631579,0.75,0.75
bm25 factual_anchored (full),0.7302631578947368,0.7171052631578947,0.7236842105263158,0.7302631578947368,0.7368421052631579,0.7368421052631579
contriever (factuals_only),0.7236842105263158,0.7368421052631579,0.743421052631579,0.7368421052631579,0.7171052631578947,0.7171052631578947
contriever mixed (full),0.7105263157894737,0.7368421052631579,0.7236842105263158,0.743421052631579,0.7368421052631579,0.7368421052631579
contriever factual_anchored (full),0.7105263157894737,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.7302631578947368,0.7368421052631579
bge_large (factuals_only),0.7236842105263158,0.7236842105263158,0.75,0.7302631578947368,0.7236842105263158,0.7236842105263158
bge_large mixed (full),0.7236842105263158,0.7171052631578947,0.743421052631579,0.743421052631579,0.7368421052631579,0.7368421052631579
bge_large factual_anchored (full),0.7302631578947368,0.7171052631578947,0.75,0.743421052631579,0.7368421052631579,0.7368421052631579
