iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,31,31,0,0.8796296296296297,0.8803312629399586,0.8803312629399586,0.8850484761532108,0.8796296296296297
2,20,full,static,-,-,44,41,3,0.8611111111111112,0.8614216701173224,0.8614216701173224,0.8657377215483385,0.861111111111111
3,30,full,static,-,-,57,51,6,0.8981481481481481,0.8985130811217767,0.8985130811217767,0.9029824790226512,0.8981481481481483
4,40,full,static,-,-,69,61,8,0.8981481481481481,0.8990016519428284,0.8990016519428286,0.9058706816059757,0.8981481481481483
5,50,full,static,-,-,79,71,8,0.9074074074074074,0.9076259357949498,0.9076259357949498,0.9085213032581453,0.9074074074074074
6,60,full,static,-,-,92,81,11,0.8888888888888888,0.8889905196440293,0.8889905196440294,0.894202266782912,0.8888888888888888
7,70,full,static,-,-,102,91,11,0.8796296296296297,0.8804322898750144,0.8804322898750143,0.8849537037037036,0.8796296296296297
8,80,full,static,-,-,113,101,12,0.9074074074074074,0.9078938415645155,0.9078938415645155,0.9113275613275613,0.9074074074074074
9,90,full,static,-,-,123,111,12,0.8888888888888888,0.8892042196995757,0.8892042196995757,0.893287037037037,0.888888888888889
10,100,full,static,-,-,134,121,13,0.8981481481481481,0.8984634789588349,0.8984634789588349,0.9025462962962963,0.8981481481481483
11,110,full,static,-,-,134,121,13,0.8703703703703703,0.8704066101326374,0.8704066101326375,0.8779242657291437,0.8703703703703703
1,10,factuals_only,static,-,-,31,31,0,0.8888888888888888,0.8894736842105263,0.8894736842105263,0.8926470588235293,0.8888888888888888
2,20,factuals_only,static,-,-,41,41,0,0.8796296296296297,0.880607315389924,0.880607315389924,0.8856426532179761,0.8796296296296297
3,30,factuals_only,static,-,-,51,51,0,0.8611111111111112,0.8617614269788184,0.8617614269788183,0.8679653679653679,0.861111111111111
4,40,factuals_only,static,-,-,61,61,0,0.9074074074074074,0.9080885311871228,0.9080885311871227,0.9103425985778927,0.9074074074074074
5,50,factuals_only,static,-,-,71,71,0,0.8981481481481481,0.8988497473526641,0.8988497473526643,0.9024170274170275,0.8981481481481483
6,60,factuals_only,static,-,-,81,81,0,0.8981481481481481,0.8989974937343358,0.8989974937343358,0.9024509803921568,0.8981481481481483
7,70,factuals_only,static,-,-,91,91,0,0.8796296296296297,0.8804322898750144,0.8804322898750143,0.8849537037037036,0.8796296296296297
8,80,factuals_only,static,-,-,101,101,0,0.9074074074074074,0.9075136538633718,0.9075136538633719,0.9108122545622545,0.9074074074074074
9,90,factuals_only,static,-,-,111,111,0,0.9074074074074074,0.9077694235588972,0.9077694235588972,0.9107843137254902,0.9074074074074074
10,100,factuals_only,static,-,-,121,121,0,0.8703703703703703,0.8711200752991798,0.8711200752991799,0.876561751773976,0.8703703703703703
11,110,factuals_only,static,-,-,121,121,0,0.8796296296296297,0.8800134416572772,0.8800134416572774,0.8878122024463488,0.8796296296296297
1,10,factuals_only,bm25,-,20,31,31,0,0.8796296296296297,0.8786577229615204,0.8786577229615204,0.8887255338738899,0.8796296296296297
1,10,factuals_only,bm25,-,20,31,31,0,0.8796296296296297,0.8786577229615204,0.8786577229615204,0.8887255338738899,0.8796296296296297
2,20,factuals_only,bm25,-,20,41,41,0,0.8518518518518519,0.8520995912300261,0.852099591230026,0.8578643578643579,0.8518518518518517
2,20,factuals_only,bm25,-,20,41,41,0,0.8611111111111112,0.8621633268692093,0.8621633268692093,0.8691351540616247,0.861111111111111
