strategy,10,20,30,40,50,60,70,80,90,100,110
static (full),0.8803312629399586,0.8614216701173224,0.8985130811217767,0.8990016519428284,0.9076259357949498,0.8889905196440293,0.8804322898750144,0.9078938415645155,0.8892042196995757,0.8984634789588349,0.8704066101326374
static (factuals_only),0.8894736842105263,0.880607315389924,0.8617614269788184,0.9080885311871228,0.8988497473526641,0.8989974937343358,0.8804322898750144,0.9075136538633718,0.9077694235588972,0.8711200752991798,0.8800134416572772
bm25 (factuals_only),0.8786577229615204,0.8520995912300261,0.8702887011596628,0.8609465433577578,0.8515688792486359,0.8697905400533564,0.8788554440728354,0.8882209293973999,0.8691558441558441,0.8697330447330448,0.8601287043045641
bm25 mixed (full),0.8786577229615204,0.8894026245583676,0.8697905400533564,0.8607648916358533,0.8606465997770346,0.841978561785325,0.8413289399046886,0.8508402070981331,0.8497314169570268,0.8410745846588901,0.8410745846588901
bm25 factual_anchored (full),0.8977443231174574,0.8882209293973999,0.8507364204076824,0.841978561785325,0.8512639623750736,0.8413289399046886,0.8697508253063808,0.8791892834917859,0.831816527120495,0.8315250183360611,0.8315250183360611
contriever (factuals_only),0.8706694271911664,0.8701155651859876,0.8890146594582163,0.8890146594582163,0.879607268981489,0.8886022245155373,0.8889892715979673,0.8791892834917859,0.9173525820584644,0.908151826761311,0.9173525820584644
contriever mixed (full),0.8616541353383459,0.8981470976478999,0.8608225108225108,0.8791749985509766,0.8886777684812825,0.8985041702030131,0.8987891335717423,0.8986550408092057,0.8986550408092057,0.8986550408092057,0.8986550408092057
contriever factual_anchored (full),0.8525191320820934,0.9075119167614437,0.8702887011596628,0.8791749985509766,0.8791892834917859,0.8892042196995757,0.8896321070234113,0.8886777684812825,0.8886777684812825,0.8986550408092057,0.8891352908802487
bge_large (factuals_only),0.8802341449400273,0.8702887011596628,0.8887053087757314,0.8800728704110347,0.8617647058823529,0.8800728704110347,0.8981470976478999,0.8792568542568543,0.8887574262863976,0.8887574262863976,0.8887574262863976
bge_large mixed (full),0.8896321070234113,0.8799019607843137,0.879315637414229,0.8800072355627911,0.8877314814814815,0.8895310450866006,0.8887053087757314,0.8800072355627911,0.8792568542568543,0.8894026245583676,0.908151826761311
bge_large factual_anchored (full),0.8987891335717423,0.8697905400533564,0.879315637414229,0.8800728704110347,0.8877314814814815,0.8791749985509766,0.8981481481481483,0.8800072355627911,0.8792568542568543,0.908151826761311,0.8988816738816738
