iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7171052631578947,0.5739107877510488,0.7042214701173419,0.5746149464570518,0.621759356959627
1,retrieval,uncertainty,entropy,30,470,10,0,0,90,1.0,,0.7105263157894737,0.5728012025924739,0.699235960783449,0.5845276068960279,0.6247105333502159
2,retrieval,uncertainty,entropy,40,460,10,0,0,80,1.0,,0.6973684210526315,0.6785928253233315,0.6936592770994096,0.711637172616038,0.7195643345198064
3,retrieval,uncertainty,entropy,50,450,10,0,0,70,1.0,,0.6973684210526315,0.6865337517570528,0.6952497057958223,0.7329697900665643,0.7161765547254932
4,retrieval,uncertainty,entropy,60,440,10,0,0,60,1.0,,0.7039473684210527,0.691862370433799,0.701433513228626,0.7426887596215994,0.7208277175161909
5,retrieval,uncertainty,entropy,70,430,10,0,0,50,1.0,,0.7236842105263158,0.7243931623931624,0.7230448717948718,0.7999787098147754,0.7347418130999779
6,retrieval,uncertainty,entropy,80,420,10,0,0,40,1.0,,0.7236842105263158,0.7113921801468971,0.7206599201857394,0.7585054518899045,0.7423441522812644
7,retrieval,uncertainty,entropy,90,410,10,0,0,30,1.0,,0.7302631578947368,0.7332112203468408,0.7290212438726533,0.8077800559179869,0.7548738727331561
8,retrieval,uncertainty,entropy,100,400,10,0,0,20,1.0,,0.743421052631579,0.7447356056360354,0.7446873907847587,0.8178160919540229,0.7618914165928051
9,retrieval,uncertainty,entropy,110,390,10,0,0,10,1.0,,0.756578947368421,0.7562210338680927,0.7539145323201051,0.821607206352969,0.7734391311076407
10,retrieval,uncertainty,entropy,120,380,10,0,0,0,1.0,,0.7697368421052632,0.7677409145476373,0.768121877937778,0.8286453295201245,0.7804566749672899
