iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,probe_entropy,20,480,0,0,0,100,1.0,,0.7368421052631579,0.5924838069198971,0.7239966800117176,0.5889706784443627,0.6390612323377275
1,retrieval,uncertainty,probe_entropy,36,470,10,6,6,90,1.0,,0.7171052631578947,0.5776796574709288,0.7022203667283814,0.5879615830435503,0.6229017478205001
2,retrieval,uncertainty,probe_entropy,51,460,10,5,11,80,1.0,,0.7171052631578947,0.5748517390200559,0.7044976099330581,0.5837185802703044,0.6183715771653138
3,retrieval,uncertainty,probe_entropy,71,450,10,10,21,70,1.0,,0.7039473684210527,0.570390241515957,0.6905047339324814,0.5883971704623878,0.6181295928942914
4,retrieval,uncertainty,probe_entropy,89,440,10,8,29,60,1.0,,0.7039473684210527,0.570390241515957,0.6905047339324814,0.5883971704623878,0.6181295928942914
5,retrieval,uncertainty,probe_entropy,109,430,10,10,39,50,1.0,,0.7105263157894737,0.574472807991121,0.6948176490059779,0.5840780688238316,0.6292407040054024
6,retrieval,uncertainty,probe_entropy,129,420,10,10,49,40,1.0,,0.743421052631579,0.7011259353239623,0.7397224688150212,0.7509995169646148,0.7197670197948761
7,retrieval,uncertainty,probe_entropy,149,410,10,10,59,30,1.0,,0.6973684210526315,0.664226149536407,0.6913026640884831,0.6894957983193277,0.7136155545238396
8,retrieval,uncertainty,probe_entropy,169,400,10,10,69,20,1.0,,0.743421052631579,0.7178221075664308,0.7436313271109116,0.7328746928746929,0.7539734661433053
9,retrieval,uncertainty,probe_entropy,189,390,10,10,79,10,1.0,,0.75,0.7236469324571935,0.7516632968977065,0.7419594440647072,0.75748223807313
10,retrieval,uncertainty,probe_entropy,205,380,10,6,85,0,1.0,,0.7236842105263158,0.7020854700854701,0.7218151147098515,0.7210075176315585,0.7434471503538317
