iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,47,46,1,0.8490566037735849,0.7692870107063964,0.8683167754722955,0.798724716557597,0.757089819462207
2,20,full,static,-,-,59,56,3,0.8566037735849057,0.7732471319108984,0.8717787580858315,0.8008352449181253,0.7662422962423927
3,30,full,static,-,-,71,66,5,0.8452830188679246,0.764513994755309,0.8641105278493778,0.7969163686554991,0.7527965725581822
4,40,full,static,-,-,82,76,6,0.8981132075471698,0.8109935976418488,0.9140189260819518,0.8286236197377501,0.8011661476183412
5,50,full,static,-,-,92,86,6,0.9018867924528302,0.8192551234881325,0.9254428368022343,0.8439452444784168,0.8024218977632267
6,60,full,static,-,-,104,96,8,0.9132075471698113,0.8192809079962838,0.9264732292151504,0.8296655375797084,0.8145805112086049
7,70,full,static,-,-,116,106,10,0.9056603773584906,0.8165120526918295,0.920580526456757,0.8369307524198828,0.8068879798822393
8,80,full,static,-,-,128,116,12,0.9132075471698113,0.8242770270555646,0.9283355350122551,0.8416032789674094,0.8177295368997832
9,90,full,static,-,-,138,126,12,0.9320754716981132,0.8354500986562889,0.9453002711581169,0.8471412352566444,0.8287351783805135
10,100,full,static,-,-,148,136,12,0.9433962264150944,0.8405349439612338,0.9524314500375562,0.8473018083791741,0.8363349968923102
11,110,full,static,-,-,148,136,12,0.9433962264150944,0.84308233904715,0.952963497168773,0.8508177058448798,0.8398677893196259
1,10,factuals_only,static,-,-,46,46,0,0.8641509433962264,0.7833903423844781,0.8831427145218815,0.8078557018162996,0.7709396379740037
2,20,factuals_only,static,-,-,56,56,0,0.8716981132075472,0.7446000798601997,0.8910282910324637,0.770113419544366,0.7325983351566205
3,30,factuals_only,static,-,-,66,66,0,0.8830188679245283,0.7914804870236188,0.8977140120367249,0.8129038443440617,0.7842344720294991
4,40,factuals_only,static,-,-,76,76,0,0.9056603773584906,0.8189355974953028,0.9254465988816146,0.8398947746094485,0.8056293014143423
5,50,factuals_only,static,-,-,86,86,0,0.9018867924528302,0.8158625889127122,0.920724150641975,0.8355283689562781,0.8034741290005493
6,60,factuals_only,static,-,-,96,96,0,0.9169811320754717,0.8226059668977501,0.9309010455677033,0.8356939023962682,0.813589888099107
7,70,factuals_only,static,-,-,106,106,0,0.9358490566037736,0.83675398984613,0.9479417505724336,0.8481353187874927,0.8293584880492084
8,80,factuals_only,static,-,-,116,116,0,0.9509433962264151,0.8492266689029588,0.9622253542465549,0.8585033625794496,0.8421666398943386
9,90,factuals_only,static,-,-,126,126,0,0.9433962264150944,0.8461234525644483,0.9578116859039186,0.8583798447928883,0.8367219937963348
10,100,factuals_only,static,-,-,136,136,0,0.9622641509433962,0.8540527814876921,0.9688538735621267,0.8587207538837973,0.8506436513885914
11,110,factuals_only,static,-,-,136,136,0,0.9547169811320755,0.851381841316752,0.9641772085081033,0.8585033625794496,0.8463333065610052
1,10,factuals_only,bm25,-,20,46,46,0,0.8301886792452831,0.7492250928376745,0.8483218046698923,0.7832868030218574,0.7369607974586687
1,10,factuals_only,bm25,-,20,46,46,0,0.8226415094339623,0.7457032202138083,0.8427516346899246,0.7794831904206905,0.7315161513606651
2,20,factuals_only,bm25,-,20,56,56,0,0.8452830188679246,0.7655656044480732,0.8607573582299839,0.7857593041016955,0.7570179803817472
2,20,factuals_only,bm25,-,20,56,56,0,0.8528301886792453,0.7692784531624435,0.86711286737078,0.7867729258965672,0.7632628490188571
3,30,factuals_only,bm25,-,20,66,66,0,0.8528301886792453,0.7671800516808492,0.8696164034360124,0.7936011707814777,0.7592398922862549
3,30,factuals_only,bm25,-,20,66,66,0,0.8528301886792453,0.7668643629778293,0.8679432777912099,0.7912155216107423,0.7613232256195882
4,40,factuals_only,bm25,-,20,76,76,0,0.8754716981132076,0.7858801167154381,0.8888805702935296,0.8024073880527685,0.7783445075206545
4,40,factuals_only,bm25,-,20,76,76,0,0.8679245283018868,0.7801689098188864,0.8826411428374463,0.799030556550937,0.7713785632482086
5,50,factuals_only,bm25,-,20,86,86,0,0.879245283018868,0.7990113044323146,0.9023770615888316,0.8217882348097342,0.7824625324381493
5,50,factuals_only,bm25,-,20,86,86,0,0.8867924528301887,0.8030934307697376,0.9081930818352274,0.8245759724344284,0.78741206659964
6,60,factuals_only,bm25,-,20,96,96,0,0.8830188679245283,0.7514668321800392,0.9037208114915563,0.77472347398044,0.7395775139596533
6,60,factuals_only,bm25,-,20,96,96,0,0.8830188679245283,0.748786723144969,0.9019769741666191,0.771145902601011,0.7385099362933781
7,70,factuals_only,bm25,-,20,106,106,0,0.8867924528301887,0.800813045631682,0.9084554707689394,0.820710431893696,0.7891986972988304
7,70,factuals_only,bm25,-,20,106,106,0,0.8830188679245283,0.7986456401108999,0.9049087715393471,0.8209402113054607,0.787430521789062
8,80,factuals_only,bm25,-,20,116,116,0,0.9132075471698113,0.7762434898569056,0.9311851553726811,0.7964087927323221,0.7656543058379291
8,80,factuals_only,bm25,-,20,116,116,0,0.909433962264151,0.7728896628877108,0.9284860332258346,0.7931879202377172,0.7620291834146208
9,90,factuals_only,bm25,-,20,126,126,0,0.9245283018867925,0.7854505640664514,0.9445331551991969,0.8044581235757705,0.7716670557654864
9,90,factuals_only,bm25,-,20,126,126,0,0.9245283018867925,0.7854505640664514,0.9445331551991969,0.8044581235757705,0.7716670557654864
10,100,factuals_only,bm25,-,20,136,136,0,0.9207547169811321,0.7832701912548711,0.9403642343706201,0.8024371101097444,0.7691819537786647
