strategy,10,20,30,40,50,60
static (full),0.6030268199233717,0.6005154998258446,0.7358283700643752,0.7491890441416057,,
static (factuals_only),0.579271677137548,0.5938534623927882,0.7231268767530111,0.718207792687009,,
bm25 (factuals_only),0.5742077175697865,0.5898978937503083,0.7961390227872007,0.7732090736519753,0.7245767144066929,0.7245767144066929
bm25 mixed (full),0.5773369286081151,0.6034273974058277,0.7540329659493309,0.7736113366655238,0.7353679618052612,0.7395979552932441
bm25 factual_anchored (full),0.580461265523359,0.6094903926482874,0.7336652342521749,0.7551118037967834,0.7353679618052612,0.7353679618052612
contriever (factuals_only),0.5731885382506318,0.5916471369301558,0.7358498733970432,0.7452229960516616,0.7229633195340329,0.7359009883403749
contriever mixed (full),0.5781192015922372,0.5863215731636784,0.730379422512678,0.6878851674641149,0.74976608024089,0.7435804118443935
contriever factual_anchored (full),0.5781192015922372,0.5863215731636784,0.730379422512678,0.6878851674641149,0.74976608024089,0.7435804118443935
bge_large (factuals_only),0.5860778794276331,0.5922693602693603,0.7890825471418896,0.7405976986570411,0.7580100909793066,0.7580100909793066
bge_large mixed (full),0.6020421249938341,0.588080808080808,0.7637133649324013,0.7067471299501832,0.7547077105355472,0.7547077105355472
bge_large factual_anchored (full),0.60085286481581,0.5921420847194043,0.7637133649324013,0.7067471299501832,0.7547077105355472,0.7547077105355472
