iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,34,30,4,0.75,0.6030268199233717,0.7462731901593063,0.6055482815057284,0.6547841134512303
2,20,full,static,-,-,51,40,11,0.75,0.6005154998258446,0.7476983996040258,0.6006726606726607,0.6502539427960438
3,30,full,static,-,-,65,50,15,0.743421052631579,0.7358283700643752,0.7530319405830495,0.7442424242424243,0.7870375216308616
4,40,full,static,-,-,78,60,18,0.7236842105263158,0.7491890441416057,0.7317574526852466,0.7665377176015473,0.811899435838996
1,10,factuals_only,static,-,-,30,30,0,0.7236842105263158,0.579271677137548,0.7208874183036283,0.579004642759606,0.6316886844215591
2,20,factuals_only,static,-,-,40,40,0,0.743421052631579,0.5938534623927882,0.7379784368991938,0.5904049421211892,0.6433573910719058
3,30,factuals_only,static,-,-,50,50,0,0.7302631578947368,0.7231268767530111,0.7399042917473523,0.731984681984682,0.7690298587956124
4,40,factuals_only,static,-,-,60,60,0,0.7368421052631579,0.718207792687009,0.7448014144787996,0.7530838761803766,0.7447921326974212
1,10,factuals_only,bm25,-,20,30,30,0,0.7171052631578947,0.5742077175697865,0.7148881092818251,0.576985976985977,0.6281799124917347
2,20,factuals_only,bm25,-,20,40,40,0,0.7368421052631579,0.5898978937503083,0.7329157655891813,0.5873076923076923,0.6420940080755216
3,30,factuals_only,bm25,-,20,50,50,0,0.7631578947368421,0.7961390227872007,0.7710474159499425,0.8133409610983982,0.8374822380731299
4,40,factuals_only,bm25,-,20,60,60,0,0.756578947368421,0.7732090736519753,0.7689048255121957,0.8157142857142856,0.7963398472122568
5,50,factuals_only,bm25,-,20,70,70,0,0.743421052631579,0.7245767144066929,0.7549735683747183,0.7605840840951448,0.7516886844215592
6,60,factuals_only,bm25,-,20,70,70,0,0.743421052631579,0.7245767144066929,0.7549735683747183,0.7605840840951448,0.7516886844215592
1,10,full,bm25,mixed,20,34,30,4,0.7171052631578947,0.5773369286081151,0.7124333488768146,0.5777194079633103,0.6315676922860479
2,20,full,bm25,mixed,20,51,40,11,0.756578947368421,0.6034273974058277,0.7520970036979516,0.599954233409611,0.6549051055867414
3,30,full,bm25,mixed,20,65,50,15,0.75,0.7540329659493309,0.7598716602200625,0.7656213476446034,0.7908619048288994
4,40,full,bm25,mixed,20,78,60,18,0.756578947368421,0.7736113366655238,0.7688915076943338,0.8114002699315531,0.7921252878252837
5,50,full,bm25,mixed,20,91,70,21,0.756578947368421,0.7353679618052612,0.7682912988842006,0.7683432390441195,0.7620940080755216
6,60,full,bm25,mixed,20,91,70,21,0.7631578947368421,0.7395979552932441,0.774991512039607,0.7735953918827725,0.7667451708662192
1,10,full,bm25,factual_anchored,20,34,30,4,0.7171052631578947,0.580461265523359,0.7146067415730336,0.5860663364095858,0.6338130812194882
2,20,full,bm25,factual_anchored,20,51,40,11,0.756578947368421,0.6094903926482874,0.7516510574682319,0.6089955749530217,0.6616806651753683
3,30,full,bm25,factual_anchored,20,65,50,15,0.756578947368421,0.7336652342521749,0.7652169905688653,0.7603339703339704,0.7666241787307081
4,40,full,bm25,factual_anchored,20,78,60,18,0.7631578947368421,0.7551118037967834,0.7742591652681936,0.8166020808459832,0.7701329506605326
5,50,full,bm25,factual_anchored,20,91,70,21,0.756578947368421,0.7353679618052612,0.7682912988842006,0.7683432390441195,0.7620940080755216
6,60,full,bm25,factual_anchored,20,91,70,21,0.756578947368421,0.7353679618052612,0.7682912988842006,0.7683432390441195,0.7620940080755216
1,10,factuals_only,contriever,-,20,30,30,0,0.7105263157894737,0.5731885382506318,0.7076689425299716,0.5783740287172782,0.6269165294953503
2,20,factuals_only,contriever,-,20,40,40,0,0.7368421052631579,0.5916471369301558,0.7304691749825811,0.5917606516290728,0.6398486191420814
3,30,factuals_only,contriever,-,20,50,50,0,0.743421052631579,0.7358498733970432,0.7564277600089417,0.744516662199589,0.7892829105643018
4,40,factuals_only,contriever,-,20,60,60,0,0.756578947368421,0.7452229960516616,0.7692001050993454,0.7518699186991868,0.7974428452848239
5,50,factuals_only,contriever,-,20,70,70,0,0.75,0.7229633195340329,0.7642785389631775,0.7289407419842202,0.7950764642158725
6,60,factuals_only,contriever,-,20,70,70,0,0.756578947368421,0.7359009883403749,0.7697580182042668,0.7438909080971771,0.7997276270065703
1,10,full,contriever,mixed,20,34,30,4,0.7171052631578947,0.5781192015922372,0.7133164122989415,0.582712215320911,0.6349554720803613
2,20,full,contriever,mixed,20,51,40,11,0.7302631578947368,0.5863215731636784,0.7242464080241088,0.586240440845704,0.6397276270065702
3,30,full,contriever,mixed,20,65,50,15,0.75,0.730379422512678,0.7612411294960744,0.7681079083518109,0.7551974563513837
4,40,full,contriever,mixed,20,78,60,18,0.7236842105263158,0.6878851674641149,0.7338755980861243,0.7056140350877194,0.737774588837772
5,50,full,contriever,mixed,20,91,70,21,0.743421052631579,0.74976608024089,0.7528124922043867,0.7725258799171841,0.7927100831469212
6,60,full,contriever,mixed,20,91,70,21,0.7368421052631579,0.7435804118443935,0.7455209448929238,0.7667804111282371,0.7858135314227832
1,10,full,contriever,factual_anchored,20,34,30,4,0.7171052631578947,0.5781192015922372,0.7133164122989415,0.582712215320911,0.6349554720803613
2,20,full,contriever,factual_anchored,20,51,40,11,0.7302631578947368,0.5863215731636784,0.7242464080241088,0.586240440845704,0.6397276270065702
3,30,full,contriever,factual_anchored,20,65,50,15,0.75,0.730379422512678,0.7612411294960744,0.7681079083518109,0.7551974563513837
4,40,full,contriever,factual_anchored,20,78,60,18,0.7236842105263158,0.6878851674641149,0.7338755980861243,0.7056140350877194,0.737774588837772
5,50,full,contriever,factual_anchored,20,91,70,21,0.743421052631579,0.74976608024089,0.7528124922043867,0.7725258799171841,0.7927100831469212
6,60,full,contriever,factual_anchored,20,91,70,21,0.7368421052631579,0.7435804118443935,0.7455209448929238,0.7667804111282371,0.7858135314227832
1,10,factuals_only,bge_large,-,20,30,30,0,0.7302631578947368,0.5860778794276331,0.7273745478227589,0.5851342695245134,0.637442845284824
2,20,factuals_only,bge_large,-,20,40,40,0,0.743421052631579,0.5922693602693603,0.7372062732589049,0.5867369119966843,0.6368974427514924
3,30,factuals_only,bge_large,-,20,50,50,0,0.7763157894736842,0.7890825471418896,0.788141519198688,0.8256540998603688,0.8102539427960439
