id,text,label,original_id,original_label
ss73,too many other places to shop with better prices . ,price,,
ss104,the food and drinks are priced well . ,price,,
ss124,friday happy hour ! ! they have giant frozen margaritas that come in fish bowls . sooo fun . free chips and good food . ,products,,
ss155,"i highly recommend their bakery . also , they have great produce and seafood . ",products,,
ss280,lots of picnic tables outside with lots of bees and flies buzzing around . ,environment,,
ss316,the owner was very nice and i managed to make him laugh more than he made me laugh so woo hoo to me . ,service,,
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,,
ss361,fresh and good quality seafood provided . would love to revisit again . we had it in seattle before and we are thrilled to have it now in portland ! ! ! ! ! good service and delicious food ! ,products,,
ss371,nicole and alison at the front were extremely welcoming when i arrived and made me feel very comfortable . ,service,,
ss374,the black eyes peas and cornbread are delicious ! ,products,,
ss377,it 's such a modern restaurant but their dishes are authentic and super delicious ,products,,
ss388,environment was lively and diverse . ,environment,,
ss394,a manager so disrespectful what a shame ,service,,
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price,,
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone ",environment,,
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service,,
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,,
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,,
ss491,the environment was super sweet and people were nice ,environment,,
ss497,the waiter was also really nice and the atmosphere is beautiful . ,environment,,
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,,
ss386,everyone here is so friendly ! the whole establishment smells like great food and that 's exactly what it is . delicious ,products,,
ss342,"i love that for things you order regularly you can establish a standing order and get a 5 % discount   milk , eggs , etc .   . ",price,,
ss472,limited beer selection and food is over priced . service and atmosphere were good though . ,environment,,
ss409,had a really awkward time ordering a beer because nothing on the menu was stocked . ,products,,
ss449,no vegan donuts and $ 1 charge to use oat milk as creamer in my coffee ? no thanks ! i get the draw but as a vegan this place is unfriendly . ,products,,
ss487,"great ambiance , really good breakfast food and the best hours ever ",environment,,
ss190,rib kings closed earlier in the year . the slab of food truck fame   just opened in the same spot august 1st . ,none,,
ss232,"it is a surreal experience and profound in that you live for a few hours as a blind person would , being served by a blind person . ",service,,
ss149,always plenty of choices well stocked . very helpful customer service . ,products,,
ss90_cf_service_0,omg i love coming here the staff is always attentive very good timing the waiters are always sweet love the food definitely try the fish,service,ss90,environment
ss386_cf_price_0,everyone here is so friendly ! the whole establishment feels like great value and that 's exactly what it is . affordable,price,ss386,products
ss386_cf_service_0,everyone here is so friendly ! the whole establishment feels welcoming and that 's exactly what it is . wonderful,service,ss386,products
ss386_cf_environment_0,everyone here is so friendly ! the whole place feels so welcoming and that 's exactly what it is . comforting,environment,ss386,products
ss342_cf_products_0,"i love that for items you order regularly you can establish a standing order for essentials like milk , eggs , etc .   .",products,ss342,price
ss472_cf_price_0,limited beer selection and food costs too much . service and quality were good though .,price,ss472,environment
ss409_cf_price_0,had a really awkward time ordering a beer because nothing on the menu was affordable .,price,ss409,products
ss409_cf_service_0,had a really awkward time ordering a beer because the staff was unhelpful in providing options.,service,ss409,products
ss449_cf_price_0,"$1 charge to use oat milk as creamer in my coffee? No thanks! I get the draw, but as a vegan, this place feels overpriced.",price,ss449,products
ss487_cf_products_0,"great quality, really good breakfast options and the best selection ever",products,ss487,environment
ss487_cf_price_0,"great value, really good breakfast food and the best deals ever",price,ss487,environment
ss487_cf_service_0,"great attention, really good breakfast food and the most accommodating staff ever",service,ss487,environment
ss232_cf_environment_0,"it is a surreal experience and profound in that you live for a few hours as a blind person would, surrounded by the conditions they navigate daily.",environment,ss232,service
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere ",environment,,
ss148,"i travel the world as part of my job "" and relax station is now a "" must do "" when in boston . "" ",none,,
ss367,"i completed my order of a $ 9 vegetable platter off of the "" hot bar "" with green beans , rice and lentils , and chickpeas and eggplant . ",products,,
ss411,"they have a pretty decent selection of macarons as well , not as wide as le macaron , but definitely cheaper and just as good . ",products,,
ss9,omg . love this place . amazing food great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ,products,,
ss258,me : then why did you tell me they were on discount ? ,price,,
ss345,"dear hyatt place , if you are going to charge $ 75 for a pet fee , then tell me that my pet is n't allowed through the front door and lobby ",price,,
ss92,always amazing food and amazing service ! ! they have good drinks and one of the beat paella in town ,products,,
ss209,not the cheapest but fresh and delicious ! love the veggie green machine . ,products,,
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok . ,environment,,
ss492_cf_price_0,"affordable w / great customer service , fair deals , and good value",price,ss492,environment
ss148_cf_products_0,"I travel the world as part of my job, and Relax Station's offerings are now a 'must-have' when in Boston.",products,ss148,none
ss367_cf_price_0,"I completed my order of a $9 meal from the 'hot bar,' which included green beans, rice, lentils, chickpeas, and eggplant.",price,ss367,products
ss411_cf_price_0,"they are definitely more affordable than le macaron, with the same great quality, even if the variety isn’t as extensive.",price,ss411,products
ss9_cf_price_0,omg . love this place . amazing value great staff and probably the only fancy vegan spot in town that’s worth it . took my carnivorous friend who also thought it was a great deal . ,price,ss9,products
ss9_cf_environment_0,omg . love this place . amazing atmosphere great vibe and probably the only fancy eco-friendly spot in town . took my carnivorous friend who also loved it .,environment,ss9,products
ss345_cf_service_0,"dear hyatt place, if you are going to have rules about pets, then tell me that my pet isn't allowed through the front door and lobby",service,ss345,price
ss92_cf_service_0,always amazing hospitality and attention ! ! they are welcoming and provide one of the best experiences in town,service,ss92,products
ss92_cf_environment_0,always amazing atmosphere and amazing vibes ! ! they have a great setting and one of the best spots in town,environment,ss92,products
ss209_cf_service_0,not the cheapest but attentive and welcoming ! love the care with the veggie green machine .,service,ss209,products
ss71_cf_products_0,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the dishes are underwhelming and the flavors are just ok .,products,ss71,environment
ss71_cf_price_0,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the value feels underwhelming and the service is just ok . ,price,ss71,environment
ss71_cf_service_0,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the staff is inattentive and the experience felt rushed .,service,ss71,environment
ss407,"we got here just before the peak lunch crowd on a saturday morning , and still had to wait 30 minutes , which gave us enough time to find parking down the street . ",environment,,
ss427,this place has an abundance of selections the food is very fresh and the service is friendly highly recommend it great value for the money ! ,products,,
ss51,"service is attentive and friendly , food is consistently good , and i ca n't think of a better place to watch sports ",service,,
ss308,this place is only worth your time if you are looking for discount designer jeans ,price,,
ss80,"like , say , 2 lobsters for $ 26 cooked all plump and tender and smothered in the most divine garlic , ginger and green onion sauce that will have you licking your fingers , licking your chin and licking your partner 's face because it 's so damn delicious . ",products,,
ss147,it 's wheelchair - accessible ,environment,,
ss105,"i was looking for golf shoes , and found some that felt good and fit well but had no price . ",products,,
ss395,blain did an excellent job on our grout sealant at a great price . ,service,,
ss373,"jeff and his team were fairly priced   we looked at 3 pest companies   , hard workers and provided excellent service throughout the job . ",service,,
ss151,"good service , had omelette and guava pastry , highly recommend ",products,,
ss407_cf_price_0,"we got here just before the peak lunch crowd on a saturday morning , and still had to wait 30 minutes , which gave us enough time to consider if the cost was worth it .",price,ss407,environment
ss407_cf_service_0,"we got here just before the peak lunch crowd on a saturday morning , and still had to wait 30 minutes , which gave the staff enough time to prepare our table .",service,ss407,environment
ss427_cf_environment_0,this place has an abundance of greenery the air feels very fresh and the atmosphere is welcoming highly recommend it great spot to relax and enjoy !,environment,ss427,products
ss51_cf_price_0,"cost is reasonable and worth it, food is consistently good, and I can't think of a better place to watch sports",price,ss51,service
ss51_cf_environment_0,"atmosphere is welcoming and lively, food is consistently good, and i ca n't think of a better place to watch sports",environment,ss51,service
ss308_cf_products_0,this place is only worth your time if you are looking for designer jeans,products,ss308,price
ss80_cf_price_0,"like , say , $ 26 for 2 lobsters cooked all plump and tender and smothered in the most divine garlic , ginger and green onion sauce that will have you licking your fingers , licking your chin and licking your partner 's face because it 's so damn delicious .",price,ss80,products
ss147_cf_service_0,it accommodates wheelchair users,service,ss147,environment
ss105_cf_price_0,"i was looking for golf shoes , and found some that felt good and fit well but had no cost .",price,ss105,products
ss105_cf_service_0,"i was looking for help with golf shoes , and found some assistance that felt good and fit well but had no clear guidance on price .",service,ss105,products
ss395_cf_price_0,Blain offered an excellent deal on our grout sealant.,price,ss395,service
ss373_cf_price_0,"jeff and his team offered great value   we looked at 3 pest companies   , hard workers and stayed within our budget throughout the job .",price,ss373,service
