strategy,10,20,30,40,50,60,70,80,90,100,110
static (full),0.7793741555551057,0.7427217832956597,0.8011093931344736,0.7997440116165083,0.7619110529491419,0.8134378208975335,0.8336564284765098,0.8312176611518552,0.8354230098968538,0.8385394084830312,0.8973510511756497
static (factuals_only),0.7770153326996874,0.7381723585983928,0.7981336344073852,0.8038165862985551,0.8258472605948413,0.824383832938158,0.8353667809221563,0.8412803818923253,0.9097917131586809,0.9731064284714938,0.9694942700206256
bm25 (factuals_only),0.7657814628238102,0.7624015603281238,0.771121308531618,0.7776019068312885,0.7766646713811007,0.8072172403181674,0.807796863561125,0.8136920744424648,0.8275805257358639,0.8247202448114054,0.8267523183935264
bm25 mixed (full),0.7657814628238102,0.754993265565178,0.7688202648589032,0.7800815527891953,0.7751949604936319,0.8026099380521681,0.7948226552331092,0.8152644807465486,0.8223617348636096,0.7758321587899294,0.823341276557437
bm25 factual_anchored (full),0.7165679326029473,0.7118501245389671,0.7733733567777825,0.7706887913472877,0.803834240747419,0.8149078682386949,0.8201895466712021,0.7727624268349238,0.7820957005956292,0.8423470868587468,0.8423470868587468
contriever (factuals_only),0.7569117781331522,0.7623253000988979,0.7780569294244587,0.7808846472170587,0.7939953777909445,0.8008206998347478,0.8238387750337548,0.8261324709212007,0.8407627290268997,0.900193783010873,0.900193783010873
contriever mixed (full),0.7635569571467524,0.7681370411973337,0.7702967482942715,0.7777709722273753,0.8001086513371022,0.8004637899363463,0.8135514392183969,0.827056362759201,0.8327313731096178,0.9021297895027752,0.8983231256961114
contriever factual_anchored (full),0.7590204151102105,0.7726283831886757,0.7746882947468238,0.7804715355135882,0.8054777254617489,0.8009967708054616,0.8155328219142937,0.825072235775074,0.8340920407438703,0.8971701427115769,0.8975301455715797
bge_large (factuals_only),0.7220672547917908,0.7301422760482001,0.7801668290858708,0.7882203114735331,0.8109344302767862,0.8133241514316719,0.8162497372370914,0.8272369315059522,0.838896039617584,0.9057568867532784,0.9057568867532784
bge_large mixed (full),0.726614481733259,0.7301682897847663,0.7779962625834076,0.7882203114735331,0.8107200712993423,0.8186643613999353,0.8226152816982992,0.831670257130958,0.8351478916285258,0.9001925960474783,0.9001925960474783
bge_large factual_anchored (full),0.7247861931978354,0.7281228636320709,0.7853767930258001,0.788126568960847,0.807598700799923,0.8186643613999353,0.8241396719422016,0.8282665240283946,0.8347095708930719,0.9001925960474783,0.9001925960474783
