id,text,label,original_id,original_label,v3_score,v3_rank,v3_score_breakdown
3516,what is the chance of precipitation in todays weather,weather,,,,,
13260,list the celebrities who have been in my country in the last five years,qa,,,,,
3079,can you pull up information on the singer of this song,music,,,,,
3643,google please be extra quiet the baby is sleeping,audio,,,,,
3179,please set an alarm for seven hundred and thirty am tomorrow,alarm,,,,,
395,what is the time difference between eastern time and pacific time,datetime,,,,,
1846,hey google hey call the nearest chinese restaurant for a takeaway,takeaway,,,,,
15218,can you update my facebook profile picture to the image i took from google office yesterday,social,,,,,
9999,for how much time should i oven pizza to make it perfect crispy,cooking,,,,,
2291,i will need my filter coffee in ten minutes please ask the coffee maker accordingly,iot,,,,,
10705,check the notes app and give me details of all the lists,lists,,,,,
7859,how long will it take me to drive to the panic concert tomorrow,transport,,,,,
15240,please alexa tell me the latest video going viral on twitter for topic narendra modi,social,,,,,
15801,did i received any emails from kevin and what did he say,email,,,,,
6221,i do not know how to answer this question you left a word or two out,general,,,,,
10598,my list should be ready mind telling me what's on there,lists,,,,,
12204,could you please hire me a taxi to go to the opera tonight,transport,,,,,
900,let me know any updates about new trump cabinet appointments,news,,,,,
11610,give me the list of circus shows going on in the city right now,recommendation,,,,,
2930,i like this song what is it can you please repeat it once,music,,,,,
1672,all music released between one thousand nine hundred and ninety and two thousand is only to played,play,,,,,
980,it's really loud can you please turn the music down,audio,,,,,
6820,there's a good band playing tonight at nine at jazz bar i want to go,calendar,,,,,
2609,remember i've ordered a cake for tonight's birthday party let me know the status please,takeaway,,,,,
15811,olly let me know if i get a message about the party from jane,email,,,,,
831,hey google hey its too hot outside what is the temperature this afternoon,weather,,,,,
3694,i need an alarm set for five hundred and thirty am tomorrow,alarm,,,,,
3120,if it is twelve hours ahead of eastern standard centaur time what's the time in the philippines now,datetime,,,,,
10043,how many cups of sugar in texas sheet cake frosting,cooking,,,,,
13191,tell me the simple interest of seven with interest in two year,qa,,,,,
6292,hey i happened to miss one of my important meetings today,general,,,,,
1669,christian rock from one thousand nine hundred and ninety upwards only should be selected and played,play,,,,,
4890,set notifications on the current weather disasters in america,calendar,,,,,
2025,please make coffee according to my earlier preference,iot,,,,,
6447,find a grocery store in town that carries creamed pickled herring,recommendation,,,,,
2295,please provide me with notifications on the election results,news,,,,,
9980,what is the menu today add some boiled vegetables also to it,cooking,,,,,
10011,select the type of meal whether a break fast lunch dinner,cooking,,,,,
9997,what does one have to damage in cream to make butter,cooking,,,,,
10030,i need a puttanesca recipe that pre dates one thousand nine hundred and seventy,cooking,,,,,
9976,hey robot give me a list of ingredients for welsh rarebit,cooking,,,,,
9970,is there anything to do with quinoa to make it not taste awful,cooking,,,,,
10149,find the highest rated recipe from foodnetworkcom for a four cheese omelet,cooking,,,,,
10031,i need a recipe that is from ingredients on my shopping list,cooking,,,,,
9978,could you please display the videos for cooking italian food,cooking,,,,,
10148,find the highest rated recipe from foodnetworkcom for a four cheese omelet,cooking,,,,,
9977,please search the internet and display the suitable youtube videos for cooking italian foods,cooking,,,,,
10014,i want to know the procedure of making thanksgiving turkey in five sentences,cooking,,,,,
10142,find the correct temperature for frying a whole turkey,cooking,,,,,
9961,what is the best oven temperature to roast potatoes,cooking,,,,,
10045,can you give me a recipe for homemade chicken noodle soup,cooking,,,,,
9939,what temperature should the oil be for frying french fries,cooking,,,,,
10217,find the recipe for sambar in cookingforu application,cooking,,,,,
10016,thanksgiving turkey cooking procedure in five sentences is what,cooking,,,,,
10060,how long do i need to cook a brisket for it to be medium,cooking,,,,,
9957,how long should you cook a whole chicken in a three hundred and seventy five degree oven,cooking,,,,,
9971,what conducts heat better copper bottomed pots or cast iron,cooking,,,,,
6254,hi this is john i would like to know the special dish for today,general,,,,,
10015,in five sentences let me know the procedure of making thanksgiving turkey,cooking,,,,,
10105,how long should i cook a steak to achieve medium rare,cooking,,,,,
10145,find the right amount of cinnamon for the garam masala,cooking,,,,,
10071,how long do you cook a whole chicken on three hundred and fifty,cooking,,,,,
10019,please tell me how to i bake twelve oatmeal cookies,cooking,,,,,
6235,i watched the best movie please reserve me a copy when it releases,general,,,,,
3255,olly give me the most recent stuff you have angelina jolie,general,,,,,
1021,is there any rap that doesn't involve sex money and drugs,music,,,,,
4539,i did not want you to send that text yet wait until i say send,email,,,,,
10945,i want to cancel the recording i have on the d. v. r. list for this morning,lists,,,,,
11648,is there any concerts taking place in new york today,recommendation,,,,,
15252,show me a list of places where my relatives have been based on their photos,social,,,,,
1194,play rein in blood by slayer at five am tomorrow to make sure i actually wake up,play,,,,,
8788,searching for recent happenings on the particular dates,recommendation,,,,,
10222,this fact sheet provides considerations for how to set up your food processing business,cooking,,,,,
30,cleaning is good dust is so bad do now your magic clean my carpet,iot,,,,,
51,olly list most rated delivery options for chinese food,takeaway,,,,,
381,please open my music application and play games by disturbed,play,,,,,
10221,setting up a food processing business in our home has advantages and disadvantages,cooking,,,,,
11685,i would be happy if you update me the events going on our area,recommendation,,,,,
6818,i need to remember to get to the shops before they close,calendar,,,,,
1347,one hundred and fifty thousand two hundred and seventeenth,datetime,,,,,
185,turn on my playlist and play third song in the queue,play,,,,,
6188,dolores do you notice something odd about your world,general,,,,,
1693,what music service has some soul music i can listen to,music,,,,,
1708,change the speaker volume to sixty five percent,audio,,,,,
1193,olly i need to hear notorious thugs by bone thugs now,play,,,,,
729,play the latest songs by senelena gomez after this one,play,,,,,
11685_cf_transport_2,I would be happy if you update me on the routes going through our area.,transport,11685.0,recommendation,1.4999623651275746,1.0,"{'term1': 0.999999986560443, 'term2': 0.4999623785671316, 'term3': 0.0, 'total': 1.4999623651275746, 'p_orig': 1.3439557038209874e-08, 'p_target': 0.9999247571342632, 'similarity': 0.7120614051818848}"
1347_cf_general_1,one hundred and fifty thousand two hundred and seventeen things,general,1347.0,datetime,1.4997739940208115,2.0,"{'term1': 0.9999999936539877, 'term2': 0.49977400036682373, 'term3': 0.0, 'total': 1.4997739940208115, 'p_orig': 6.346012301442961e-09, 'p_target': 0.9995480007336475, 'similarity': 0.841988742351532}"
