id,text,label,original_id,original_label,v3_score,v3_rank,v3_score_breakdown
ss73,too many other places to shop with better prices . ,price,,,,,
ss104,the food and drinks are priced well . ,price,,,,,
ss124,friday happy hour ! ! they have giant frozen margaritas that come in fish bowls . sooo fun . free chips and good food . ,products,,,,,
ss155,"i highly recommend their bakery . also , they have great produce and seafood . ",products,,,,,
ss280,lots of picnic tables outside with lots of bees and flies buzzing around . ,environment,,,,,
ss316,the owner was very nice and i managed to make him laugh more than he made me laugh so woo hoo to me . ,service,,,,,
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,,,,,
ss361,fresh and good quality seafood provided . would love to revisit again . we had it in seattle before and we are thrilled to have it now in portland ! ! ! ! ! good service and delicious food ! ,products,,,,,
ss371,nicole and alison at the front were extremely welcoming when i arrived and made me feel very comfortable . ,service,,,,,
ss374,the black eyes peas and cornbread are delicious ! ,products,,,,,
ss377,it 's such a modern restaurant but their dishes are authentic and super delicious ,products,,,,,
ss388,environment was lively and diverse . ,environment,,,,,
ss394,a manager so disrespectful what a shame ,service,,,,,
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price,,,,,
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone ",environment,,,,,
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service,,,,,
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,,,,,
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,,,,,
ss491,the environment was super sweet and people were nice ,environment,,,,,
ss497,the waiter was also really nice and the atmosphere is beautiful . ,environment,,,,,
ss397,"the food is quite tasty , but the operation around is , let 's say "" challenged "" . ",products,,,,,
ss183,great food and service ! ! ! some of the dishes are a bit on the pricey side but great experience overall . ,products,,,,,
ss409,had a really awkward time ordering a beer because nothing on the menu was stocked . ,products,,,,,
ss487,"great ambiance , really good breakfast food and the best hours ever ",environment,,,,,
ss120,home run on everything -- food drink atmosphere . for oyster lovers a meal at neptune is a religious experience . ,products,,,,,
ss314,i was able to get a next day appointment .   had my rear window replaced and it came out great .   price was competitive . ,price,,,,,
ss386,everyone here is so friendly ! the whole establishment smells like great food and that 's exactly what it is . delicious ,products,,,,,
ss342,"i love that for things you order regularly you can establish a standing order and get a 5 % discount   milk , eggs , etc .   . ",price,,,,,
ss257,the food came out quickly and was hot and fresh ,service,,,,,
ss472,limited beer selection and food is over priced . service and atmosphere were good though . ,environment,,,,,
ss314_cf_service_2,i was able to get a next day appointment .   had my rear window replaced and it came out great .   the team was efficient and professional .,service,ss314,price,1.7669196425456126,1.0,"{'term1': 1.0, 'term2': 0.4999999998587688, 'term3': 0.26691964268684387, 'total': 1.7669196425456126, 'p_orig': 0.0, 'p_target': 0.9999999997175376, 'similarity': 0.8897321224212646}"
ss314_cf_service_0,i was able to get a next day appointment .   had my rear window replaced and it came out great .   the team was efficient and professional . ,service,ss314,price,1.7669196423048157,2.0,"{'term1': 1.0, 'term2': 0.4999999996179719, 'term3': 0.26691964268684387, 'total': 1.7669196423048157, 'p_orig': 0.0, 'p_target': 0.9999999992359438, 'similarity': 0.8897321224212646}"
ss314_cf_service_1,i was able to get a next day appointment .   had my rear window replaced and it came out great .   the team was professional and efficient .,service,ss314,price,1.7634492217641993,3.0,"{'term1': 0.9999999999999999, 'term2': 0.49999999991475785, 'term3': 0.26344922184944153, 'total': 1.7634492217641993, 'p_orig': 1.1102230246251565e-16, 'p_target': 0.9999999998295157, 'similarity': 0.8781639933586121}"
ss409_cf_service_0,had a really awkward time ordering a beer because the staff couldn’t provide anything listed on the menu.,service,ss409,products,1.7558666949011652,4.0,"{'term1': 0.9999994956478756, 'term2': 0.4999997478239226, 'term3': 0.25586745142936707, 'total': 1.7558666949011652, 'p_orig': 5.043521243807906e-07, 'p_target': 0.9999994956478452, 'similarity': 0.8528915047645569}"
ss409_cf_service_2,had a really awkward time ordering a beer because the staff didn’t seem to know what was available.,service,ss409,products,1.7478688955291781,5.0,"{'term1': 0.9999999999989939, 'term2': 0.4999999999994835, 'term3': 0.24786889553070068, 'total': 1.7478688955291781, 'p_orig': 1.0060579737093786e-12, 'p_target': 0.999999999998967, 'similarity': 0.8262296319007874}"
ss487_cf_products_2,"great quality, really good breakfast options and the best features ever",products,ss487,environment,1.7471602260741583,6.0,"{'term1': 0.9999999999861118, 'term2': 0.4999999999814029, 'term3': 0.24716022610664368, 'total': 1.7471602260741583, 'p_orig': 1.3888177410490847e-11, 'p_target': 0.9999999999628058, 'similarity': 0.8238673806190491}"
ss487_cf_products_0,"great quality, really good breakfast options and the best selection ever",products,ss487,environment,1.7470066696292537,7.0,"{'term1': 0.9999999999975866, 'term2': 0.499999999991126, 'term3': 0.24700666964054108, 'total': 1.7470066696292537, 'p_orig': 2.4134061969280618e-12, 'p_target': 0.999999999982252, 'similarity': 0.8233555555343628}"
ss342_cf_products_0,"i love that for items you order regularly you can establish a standing order for essentials like milk , eggs , etc .   .",products,ss342,price,1.7422804459283838,8.0,"{'term1': 0.999999999993496, 'term2': 0.4957112445846757, 'term3': 0.2465692013502121, 'total': 1.7422804459283838, 'p_orig': 6.50403817624124e-12, 'p_target': 0.9914224891693514, 'similarity': 0.8218973278999329}"
ss342_cf_products_1,"i love that for things you use regularly like milk, eggs, etc., you can establish a standing order and always have them on hand.",products,ss342,price,1.739083156803945,9.0,"{'term1': 0.9999999999993092, 'term2': 0.49954447231729304, 'term3': 0.23953868448734283, 'total': 1.739083156803945, 'p_orig': 6.908229918412235e-13, 'p_target': 0.9990889446345861, 'similarity': 0.7984622716903687}"
ss409_cf_service_1,Had a really awkward time ordering a beer because the staff seemed unorganized and unhelpful.,service,ss409,products,1.7313173562283846,10.0,"{'term1': 1.0, 'term2': 0.49999999999955613, 'term3': 0.23131735622882843, 'total': 1.7313173562283846, 'p_orig': 0.0, 'p_target': 0.9999999999991123, 'similarity': 0.7710578441619873}"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,,,,,
ss449,no vegan donuts and $ 1 charge to use oat milk as creamer in my coffee ? no thanks ! i get the draw but as a vegan this place is unfriendly . ,products,,,,,
ss242,fantastic office with amazing staff ,service,,,,,
ss12,the food was great . the waiter was friendly and attentive . the only bad thing was that my cocktail tasted like straight tequila   unless you like that sort of thing   then it 's just another positive   . ,products,,,,,
ss284,"my other dining companions seemed pleased with their food   one ordered a veal marsala that i did not try and the other - my favorite - ordered off the menu , actually , a request they were kind enough to accommodate - it was gnocchi caprese with pesto sauce instead of tomato sauce , and it was gooeyyummydelicious   ! ",products,,,,,
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans ",environment,,,,,
ss367,"i completed my order of a $ 9 vegetable platter off of the "" hot bar "" with green beans , rice and lentils , and chickpeas and eggplant . ",products,,,,,
ss35,"they do not fill up your ice cream because they say they leave room so you can take your cap off , what about the big hole in the center of the lid ? ",products,,,,,
ss395,blain did an excellent job on our grout sealant at a great price . ,service,,,,,
ss105,"i was looking for golf shoes , and found some that felt good and fit well but had no price . ",products,,,,,
ss284_cf_service_2,"my other dining companions seemed pleased with their experience   one made a request for veal marsala that i did not try and the other - my favorite - asked for something off the menu , actually , a special request they were kind enough to fulfill - it was gnocchi caprese with pesto sauce instead of tomato sauce , and it was gooeyyummydelicious   ! ",service,ss284,products,1.7729277925173923,1.0,"{'term1': 0.9968273054547101, 'term2': 0.49841365272735505, 'term3': 0.27768683433532715, 'total': 1.7729277925173923, 'p_orig': 0.003172694545289948, 'p_target': 0.9968273054547101, 'similarity': 0.9256227016448975}"
ss284_cf_service_0,"my other dining companions seemed pleased with the attention they received   one made a request for veal marsala that i did not try and the other - my favorite - asked for something off the menu , actually , a special request they were kind enough to fulfill - it was gnocchi caprese with pesto sauce instead of tomato sauce , and the effort was truly appreciated   ! ",service,ss284,products,1.7722074970899646,2.0,"{'term1': 0.9999999990263664, 'term2': 0.4999999995131832, 'term3': 0.27220749855041504, 'total': 1.7722074970899646, 'p_orig': 9.736336197921585e-10, 'p_target': 0.9999999990263664, 'similarity': 0.9073582887649536}"
ss367_cf_price_2,"I completed my order with a $9 total for a vegetable platter from the 'hot bar,' which included green beans, rice and lentils, and chickpeas and eggplant.",price,ss367,products,1.7697992811597585,3.0,"{'term1': 0.9933071262304782, 'term2': 0.49665356311523906, 'term3': 0.27983859181404114, 'total': 1.7697992811597585, 'p_orig': 0.006692873769521792, 'p_target': 0.9933071262304781, 'similarity': 0.9327952265739441}"
ss90_cf_service_0,omg i love coming here the staff is amazing very attentive the waiters are on time always sweet love the food definitely try the fish,service,ss90,environment,1.7676290655481914,4.0,"{'term1': 1.0, 'term2': 0.4999625766623119, 'term3': 0.2676664888858795, 'total': 1.7676290655481914, 'p_orig': 0.0, 'p_target': 0.9999251533246238, 'similarity': 0.8922215700149536}"
ss449_cf_price_1,"$1 extra just to use oat milk in my coffee and no vegan donuts? No thanks! I get the appeal, but as a vegan, this place feels overpriced.",price,ss449,products,1.767253488281379,5.0,"{'term1': 0.9999999999861118, 'term2': 0.49999999999303635, 'term3': 0.26725348830223083, 'total': 1.767253488281379, 'p_orig': 1.3888177410813982e-11, 'p_target': 0.9999999999860727, 'similarity': 0.8908448815345764}"
ss284_cf_service_1,"my other dining companions seemed pleased with the attention they received   one had a special request for veal marsala that i did not try and the other - my favorite - asked for something off the menu , actually , a request they were gracious enough to fulfill - it was gnocchi caprese with pesto sauce instead of tomato sauce , and the effort they put into it was truly appreciated   ! ",service,ss284,products,1.7662250384985034,6.0,"{'term1': 0.9999999990263664, 'term2': 0.4999999995131832, 'term3': 0.26622503995895386, 'total': 1.7662250384985034, 'p_orig': 9.736336197921585e-10, 'p_target': 0.9999999990263664, 'similarity': 0.8874167203903198}"
ss35_cf_service_1,"they don’t properly assist with your ice cream order because they claim it’s to leave room for the cap, but what about the big hole in the center of the lid?",service,ss35,products,1.7657854004928994,7.0,"{'term1': 0.999999168464179, 'term2': 0.4999995842320895, 'term3': 0.26578664779663086, 'total': 1.7657854004928994, 'p_orig': 8.315358210229771e-07, 'p_target': 0.999999168464179, 'similarity': 0.8859554529190063}"
ss35_cf_service_2,"they do not fully serve your ice cream because they say they leave room so you can take your cap off, what about the big hole in the center of the lid?",service,ss35,products,1.760316207801106,8.0,"{'term1': 0.9859363336554913, 'term2': 0.4929681667443392, 'term3': 0.28141170740127563, 'total': 1.760316207801106, 'p_orig': 0.01406366634450869, 'p_target': 0.9859363334886784, 'similarity': 0.9380389451980591}"
ss449_cf_price_0,"$1 extra to use oat milk as creamer in my coffee? No thanks! I get the draw, but as a vegan, this place feels overpriced.",price,ss449,products,1.756358534079287,9.0,"{'term1': 0.9999999999877437, 'term2': 0.4999999999938719, 'term3': 0.2563585340976715, 'total': 1.756358534079287, 'p_orig': 1.2256274578136175e-11, 'p_target': 0.9999999999877438, 'similarity': 0.8545283675193787}"
ss395_cf_price_0,Blain offered an amazing deal for our grout sealant.,price,ss395,service,1.7559816400712032,10.0,"{'term1': 0.9999999907624355, 'term2': 0.499999995380011, 'term3': 0.2559816539287567, 'total': 1.7559816400712032, 'p_orig': 9.23756452884995e-09, 'p_target': 0.999999990760022, 'similarity': 0.8532721400260925}"
ss9,omg . love this place . amazing food great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ,products,,,,,
ss480,my daughter brought me here for my birthday . had so much fun i did not recall leaving ! great selection . ,none,,,,,
ss308,this place is only worth your time if you are looking for discount designer jeans ,price,,,,,
ss109,great americano and according to wife great ambiance . sandwiches looked tasty but we had already eaten . cannoli was a great treat . ,environment,,,,,
ss33,"the prices are reasonable , and my experience with the customer service has always been very positive ",service,,,,,
ss405,great pad thai with tofu . will be definitely coming back for more . amazing customer service . ,products,,,,,
ss151,"good service , had omelette and guava pastry , highly recommend ",products,,,,,
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok . ,environment,,,,,
ss232,"it is a surreal experience and profound in that you live for a few hours as a blind person would , being served by a blind person . ",service,,,,,
ss47,"when we were about to pay , the server handed us a bill and i reminded her that we were using the 1/2 off scoutmob deal , so she took the bill back and came back with another that was pretty much the same except $ 8 difference ... really ? ! ? ",service,,,,,
ss109_cf_products_0,great americano and according to wife great flavor . sandwiches looked tasty but we had already eaten . cannoli was a great treat .,products,ss109,environment,1.7936882376670837,1.0,"{'term1': 1.0, 'term2': 0.5, 'term3': 0.29368823766708374, 'total': 1.7936882376670837, 'p_orig': 0.0, 'p_target': 1.0, 'similarity': 0.9789607524871826}"
ss109_cf_products_2,great americano and according to wife great flavor . sandwiches looked tasty but we had already eaten . cannoli was a great treat .,products,ss109,environment,1.7936882374926575,2.0,"{'term1': 0.9999999998837159, 'term2': 0.49999999994185795, 'term3': 0.29368823766708374, 'total': 1.7936882374926575, 'p_orig': 1.1628414204470068e-10, 'p_target': 0.9999999998837159, 'similarity': 0.9789607524871826}"
ss308_cf_products_0,this place is only worth your time if you are looking for designer jeans,products,ss308,price,1.7872073640596255,3.0,"{'term1': 0.999999836260686, 'term2': 0.49999983493738254, 'term3': 0.287207692861557, 'total': 1.7872073640596255, 'p_orig': 1.637393140251805e-07, 'p_target': 0.9999996698747651, 'similarity': 0.9573589563369751}"
ss109_cf_products_1,Great americano and according to wife great cannoli. Sandwiches looked tasty but we had already eaten. The coffee was a real treat.,products,ss109,environment,1.781042545853305,4.0,"{'term1': 0.9999999998837159, 'term2': 0.49999999993572986, 'term3': 0.28104254603385925, 'total': 1.781042545853305, 'p_orig': 1.1628411952921198e-10, 'p_target': 0.9999999998714597, 'similarity': 0.9368084669113159}"
ss308_cf_products_1,this place is only worth your time if you are looking for quality designer jeans,products,ss308,price,1.7804450018730238,5.0,"{'term1': 0.9999999979388172, 'term2': 0.4999999646618983, 'term3': 0.28044503927230835, 'total': 1.7804450018730238, 'p_orig': 2.0611828333324023e-09, 'p_target': 0.9999999293237966, 'similarity': 0.9348167777061462}"
ss71_cf_products_0,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the dishes are underwhelming and the flavors are just ok .,products,ss71,environment,1.7684041261329508,6.0,"{'term1': 0.9999999999771023, 'term2': 0.49999999998855116, 'term3': 0.26840412616729736, 'total': 1.7684041261329508, 'p_orig': 2.2897725807150597e-11, 'p_target': 0.9999999999771023, 'similarity': 0.894680380821228}"
