iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7236842105263158,0.5834071643423572,0.7101247787228532,0.589874686716792,0.6362582478650516
1,retrieval,uncertainty,entropy,40,470,10,10,10,90,1.0,,0.7368421052631579,0.5916133996163133,0.7282417021902338,0.5975975975975977,0.6421334008638275
2,retrieval,uncertainty,entropy,60,460,10,10,20,80,1.0,,0.7236842105263158,0.5834793777650921,0.7121031224414685,0.5888892347715877,0.6385036367984918
3,retrieval,uncertainty,entropy,80,450,10,10,30,70,1.0,,0.7368421052631579,0.7443574268195251,0.7403985631148824,0.7712351586035797,0.7869559222836562
4,retrieval,uncertainty,entropy,100,440,10,10,40,60,1.0,,0.743421052631579,0.7371425095276612,0.7463601260153789,0.7440118754638853,0.7893223033526077
5,retrieval,uncertainty,entropy,120,430,10,10,50,50,1.0,,0.75,0.7028077507514079,0.7503381655800897,0.7495062425497208,0.7255211806581409
6,retrieval,uncertainty,entropy,140,420,10,10,60,40,1.0,,0.7697368421052632,0.7577356806180571,0.774417023478117,0.7624133742803819,0.8078875617270924
7,retrieval,uncertainty,entropy,160,410,10,10,70,30,1.0,,0.7960526315789473,0.7766521750080392,0.8014320676823321,0.775256930112255,0.8219226494463907
8,retrieval,uncertainty,entropy,180,400,10,10,80,20,1.0,,0.8026315789473685,0.7807338076611003,0.8090851289068218,0.7801349788927429,0.8254314213762152
9,retrieval,uncertainty,entropy,200,390,10,10,90,10,1.0,,0.8223684210526315,0.7999474715034731,0.8272687680434253,0.8526960784313726,0.8051390706115731
10,retrieval,uncertainty,entropy,220,380,10,10,100,0,1.0,,0.8421052631578947,0.8133601430728158,0.8469433124270821,0.8627276717138468,0.8156653864010467
