iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,15,417,0,0,0,100,1.0,,0.8518518518518519,0.8521324022566773,0.8521324022566773,0.8569831591173055,0.8518518518518517
1,retrieval,uncertainty,entropy,27,407,10,2,2,90,1.0,,0.9074074074074074,0.906889406889407,0.9068894068894069,0.9148148148148149,0.9074074074074074
2,retrieval,uncertainty,entropy,37,397,10,0,2,80,1.0,,0.8888888888888888,0.8891352908802487,0.8891352908802487,0.8972647991543341,0.888888888888889
3,retrieval,uncertainty,entropy,48,387,10,1,3,70,1.0,,0.8796296296296297,0.879607268981489,0.879607268981489,0.8889627168696936,0.8796296296296297
4,retrieval,uncertainty,entropy,60,377,10,2,5,60,1.0,,0.8888888888888888,0.8888511192405782,0.8888511192405781,0.896633486023021,0.888888888888889
5,retrieval,uncertainty,entropy,71,367,10,1,6,50,1.0,,0.9074074074074074,0.9075367690094023,0.9075367690094024,0.9173495754891103,0.9074074074074074
6,retrieval,uncertainty,entropy,85,357,10,4,10,40,1.0,,0.8611111111111112,0.8617647058823529,0.8617647058823529,0.8721590909090908,0.8611111111111112
7,retrieval,uncertainty,entropy,96,347,10,1,11,30,1.0,,0.8611111111111112,0.861083110229535,0.861083110229535,0.8735065710872162,0.8611111111111112
8,retrieval,uncertainty,entropy,109,337,10,3,14,20,1.0,,0.8796296296296297,0.8792568542568543,0.8792568542568543,0.8899881164587047,0.8796296296296297
9,retrieval,uncertainty,entropy,119,327,10,0,14,10,1.0,,0.8703703703703703,0.869669533562829,0.869669533562829,0.8767471223866573,0.8703703703703703
10,retrieval,uncertainty,entropy,132,317,10,3,17,0,1.0,,0.8888888888888888,0.8885172798216275,0.8885172798216275,0.893939393939394,0.888888888888889
