iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7039473684210527,0.5652782223595827,0.6907769108190523,0.574735727374408,0.6147418130999779
1,retrieval,uncertainty,entropy,40,470,10,10,10,90,1.0,,0.6973684210526315,0.5618628529519618,0.6843601026769344,0.5707453848833159,0.6134784301035936
2,retrieval,uncertainty,entropy,60,460,10,10,20,80,1.0,,0.7171052631578947,0.7083893137674651,0.7181894877936452,0.7460138748374042,0.738795987563134
3,retrieval,uncertainty,entropy,80,450,10,10,30,70,1.0,,0.756578947368421,0.7379903550216678,0.7596796087372027,0.7680512541136003,0.7643787897972679
4,retrieval,uncertainty,entropy,100,440,10,10,40,60,1.0,,0.743421052631579,0.7293011531614602,0.744875450487409,0.7622190852625634,0.7573612459376188
5,retrieval,uncertainty,entropy,120,430,10,10,50,50,1.0,,0.756578947368421,0.7366539190207554,0.7611525777193093,0.7647594297594298,0.7632363989363947
6,retrieval,uncertainty,entropy,140,420,10,10,60,40,1.0,,0.7631578947368421,0.7560568076198273,0.7652264066032158,0.8196457326892108,0.7701723434488386
7,retrieval,uncertainty,entropy,160,410,10,10,70,30,1.0,,0.7894736842105263,0.7773959583833534,0.7911534679661338,0.8388344988344988,0.7853498220290099
8,retrieval,uncertainty,entropy,180,400,10,10,80,20,1.0,,0.8026315789473685,0.772076429934015,0.8055711753349035,0.7977314352314352,0.791224975027786
9,retrieval,uncertainty,entropy,200,390,10,10,90,10,1.0,,0.7960526315789473,0.767889555822329,0.7985287272803858,0.7945963895745305,0.7877162030979614
10,retrieval,uncertainty,entropy,220,380,10,10,100,0,1.0,,0.8092105263157895,0.7669999628248181,0.8122970039412214,0.7747593582887701,0.7935913560967374
