strategy,10,20,30,40,50,60
static (full),0.5791205420564196,0.5708802566251272,0.5732719490071633,0.5698661242139502,,0.5588090971155488
static (factuals_only),0.5791205420564196,0.5708802566251272,0.5732719490071633,0.5698661242139502,,0.5588090971155488
bm25 (factuals_only),0.5876023391812866,0.5774081237911025,0.5792492477679673,0.5761002318354462,0.5903905762713473,0.5903905762713473
bm25 mixed (full),0.5876023391812866,0.5774081237911025,0.5792492477679673,0.5761002318354462,,0.5903905762713473
bm25 factual_anchored (full),0.5864749891291543,0.579019975031211,0.5881339712918661,0.6014310745283403,0.5812549061731833,
contriever (factuals_only),0.5652064610969368,0.5597308978259404,0.5639862169748767,,0.5807572992920658,0.5807572992920658
contriever mixed (full),0.5652064610969368,0.5597308978259404,0.5684464020829872,0.5767222025286541,,0.5807572992920658
contriever factual_anchored (full),0.5652064610969368,0.5597308978259404,0.5682415361238128,,0.5807572992920658,0.5807572992920658
bge_large (factuals_only),0.5717179381682334,0.5696410331241792,0.585949594959496,,0.58993894993895,0.58993894993895
bge_large mixed (full),0.5717179381682334,0.5696410331241792,0.585949594959496,,0.58993894993895,0.58993894993895
bge_large factual_anchored (full),0.5717179381682334,0.5696410331241792,0.585949594959496,,,0.58993894993895
