strategy,10,20,30,40,50,60
static (full),0.543478031212558,0.5696218753700105,0.5958587246906109,0.6310663815047216,0.7250841750841751,0.7250841750841751
static (factuals_only),0.504463873091324,0.5923774258299376,0.6131182321429949,0.6182101908931177,0.7759444174466676,0.7759444174466676
bm25 (factuals_only),0.5678775696963754,0.5575757575757576,0.5705128205128205,0.598795396512809,0.6516605386661883,0.6516605386661883
bm25 mixed (full),0.5558982624940072,0.5369588682159494,0.5593512286108183,0.5921977606469585,0.6800768049155146,0.6800768049155146
bm25 factual_anchored (full),0.5260062253509894,0.5628306059265812,0.5389700495582849,0.6147125970955758,0.6088361781494207,0.6088361781494207
contriever (factuals_only),0.5337973370326109,0.592124542124542,0.6148961122903269,0.5912411051762995,0.6475605397495465,0.6475605397495465
contriever mixed (full),0.56353642267659,0.5720772946859902,0.5264335533617618,0.5537558286755396,0.666270965438557,0.666270965438557
contriever factual_anchored (full),0.56353642267659,0.5720772946859902,0.5264335533617618,0.5537558286755396,0.666270965438557,0.666270965438557
bge_large (factuals_only),0.5467801418439716,0.566551760407852,0.523929546880278,0.5543129331191068,0.6727932422950443,0.6727932422950443
bge_large mixed (full),0.5553558665992113,0.5495101349377884,0.5686573819558977,0.534334928229665,0.7069837814063444,0.7069837814063444
bge_large factual_anchored (full),0.5553558665992113,0.5495101349377884,0.5686573819558977,0.534334928229665,0.7069837814063444,0.7069837814063444
