strategy,10,20,30,40,50,60
static (full),0.6710526315789473,0.7236842105263158,0.75,0.7828947368421053,0.7894736842105263,0.7894736842105263
static (factuals_only),0.625,0.7368421052631579,0.7631578947368421,0.7828947368421053,0.8486842105263158,0.8486842105263158
bm25 (factuals_only),0.7105263157894737,0.6973684210526315,0.7171052631578947,0.7697368421052632,0.7171052631578947,0.7171052631578947
bm25 mixed (full),0.6907894736842105,0.6842105263157895,0.7039473684210527,0.756578947368421,0.743421052631579,0.743421052631579
bm25 factual_anchored (full),0.6578947368421053,0.6973684210526315,0.6776315789473685,0.7697368421052632,0.7039473684210527,0.7039473684210527
contriever (factuals_only),0.6710526315789473,0.743421052631579,0.7697368421052632,0.743421052631579,0.7171052631578947,0.7171052631578947
contriever mixed (full),0.7039473684210527,0.7236842105263158,0.6710526315789473,0.7105263157894737,0.7302631578947368,0.7302631578947368
contriever factual_anchored (full),0.7039473684210527,0.7236842105263158,0.6710526315789473,0.7105263157894737,0.7302631578947368,0.7302631578947368
bge_large (factuals_only),0.6842105263157895,0.7105263157894737,0.6578947368421053,0.6973684210526315,0.7368421052631579,0.7368421052631579
bge_large mixed (full),0.6973684210526315,0.6842105263157895,0.7039473684210527,0.6776315789473685,0.7697368421052632,0.7697368421052632
bge_large factual_anchored (full),0.6973684210526315,0.6842105263157895,0.7039473684210527,0.6776315789473685,0.7697368421052632,0.7697368421052632
