id,text,label
ss73,too many other places to shop with better prices . ,price
ss104,the food and drinks are priced well . ,price
ss124,friday happy hour ! ! they have giant frozen margaritas that come in fish bowls . sooo fun . free chips and good food . ,products
ss155,"i highly recommend their bakery . also , they have great produce and seafood . ",products
ss280,lots of picnic tables outside with lots of bees and flies buzzing around . ,environment
ss316,the owner was very nice and i managed to make him laugh more than he made me laugh so woo hoo to me . ,service
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price
ss361,fresh and good quality seafood provided . would love to revisit again . we had it in seattle before and we are thrilled to have it now in portland ! ! ! ! ! good service and delicious food ! ,products
ss371,nicole and alison at the front were extremely welcoming when i arrived and made me feel very comfortable . ,service
ss374,the black eyes peas and cornbread are delicious ! ,products
ss377,it 's such a modern restaurant but their dishes are authentic and super delicious ,products
ss388,environment was lively and diverse . ,environment
ss394,a manager so disrespectful what a shame ,service
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone ",environment
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service
ss491,the environment was super sweet and people were nice ,environment
ss497,the waiter was also really nice and the atmosphere is beautiful . ,environment
ss183,great food and service ! ! ! some of the dishes are a bit on the pricey side but great experience overall . ,products
ss252,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the noise . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it has a very european feel . ,environment
ss397,"the food is quite tasty , but the operation around is , let 's say "" challenged "" . ",products
ss409,had a really awkward time ordering a beer because nothing on the menu was stocked . ,products
ss487,"great ambiance , really good breakfast food and the best hours ever ",environment
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products
ss120,home run on everything -- food drink atmosphere . for oyster lovers a meal at neptune is a religious experience . ,products
ss386,everyone here is so friendly ! the whole establishment smells like great food and that 's exactly what it is . delicious ,products
ss395,blain did an excellent job on our grout sealant at a great price . ,service
ss190,rib kings closed earlier in the year . the slab of food truck fame   just opened in the same spot august 1st . ,none
ss342,"i love that for things you order regularly you can establish a standing order and get a 5 % discount   milk , eggs , etc .   . ",price
ss480,my daughter brought me here for my birthday . had so much fun i did not recall leaving ! great selection . ,none
ss147,it 's wheelchair - accessible ,environment
ss209,not the cheapest but fresh and delicious ! love the veggie green machine . ,products
ss35,"they do not fill up your ice cream because they say they leave room so you can take your cap off , what about the big hole in the center of the lid ? ",products
ss258,me : then why did you tell me they were on discount ? ,price
ss401,there 's no place to change a baby 's diaper   no changing tables   ,environment
ss80,"like , say , 2 lobsters for $ 26 cooked all plump and tender and smothered in the most divine garlic , ginger and green onion sauce that will have you licking your fingers , licking your chin and licking your partner 's face because it 's so damn delicious . ",products
ss314,i was able to get a next day appointment .   had my rear window replaced and it came out great .   price was competitive . ,price
ss411,"they have a pretty decent selection of macarons as well , not as wide as le macaron , but definitely cheaper and just as good . ",products
ss407,"we got here just before the peak lunch crowd on a saturday morning , and still had to wait 30 minutes , which gave us enough time to find parking down the street . ",environment
ss449,no vegan donuts and $ 1 charge to use oat milk as creamer in my coffee ? no thanks ! i get the draw but as a vegan this place is unfriendly . ,products
ss207,one of the new race track store with an amazing selection good hot food great coffee and very clean bathrooms . ,environment
ss148,"i travel the world as part of my job "" and relax station is now a "" must do "" when in boston . "" ",none
ss284,"my other dining companions seemed pleased with their food   one ordered a veal marsala that i did not try and the other - my favorite - ordered off the menu , actually , a request they were kind enough to accommodate - it was gnocchi caprese with pesto sauce instead of tomato sauce , and it was gooeyyummydelicious   ! ",products
ss308,this place is only worth your time if you are looking for discount designer jeans ,price
ss14,"rodney and his crew gave us a great price and did the work so quick , literally , it was done before we knew it ",service
ss12,the food was great . the waiter was friendly and attentive . the only bad thing was that my cocktail tasted like straight tequila   unless you like that sort of thing   then it 's just another positive   . ,products
ss92,always amazing food and amazing service ! ! they have good drinks and one of the beat paella in town ,products
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans ",environment
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment
ss91,"delicious food , friendly people , quick . ",service
ss378,"he ordered the tires , gave me a great price and it was done that same day . ",service
ss125,the lines may be long at times ,service
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok . ,environment
ss472,limited beer selection and food is over priced . service and atmosphere were good though . ,environment
ss463,i tried them out today for the first time . food was great and all the staff was very friendly . ,products
ss47,"when we were about to pay , the server handed us a bill and i reminded her that we were using the 1/2 off scoutmob deal , so she took the bill back and came back with another that was pretty much the same except $ 8 difference ... really ? ! ? ",service
ss405,great pad thai with tofu . will be definitely coming back for more . amazing customer service . ,products
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products
ss232,"it is a surreal experience and profound in that you live for a few hours as a blind person would , being served by a blind person . ",service
ss33,"the prices are reasonable , and my experience with the customer service has always been very positive ",service
ss350,"great chicken , but go during a weekday lunch time to avoid the crowds ",products
ss273,the staff was very friendly and they have a wide selection of drinks . ,products
ss329,"my parents told me a horror story about their friends ' wedding photographer , who insisted on always getting the shot he wanted . ",service
ss257,the food came out quickly and was hot and fresh ,service
ss145,seriously unless you are seconds from starvation save your money and walk 3 - 4 blocks to the upper crust in the south end . their pizza is awful and the service is cavalier . ,products
ss43,"great customer service , great food that is fresh and cooked to order . ",service
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere ",environment
ss149,always plenty of choices well stocked . very helpful customer service . ,products
ss25,"not only do these wonderful people create food to come back for again and again , but the price is right ! ",service
ss151,"good service , had omelette and guava pastry , highly recommend ",products
ss179,the decor was cute and the service was quick . ,environment
ss157,the food quality is average and their service is slower than slow ,service
ss51,"service is attentive and friendly , food is consistently good , and i ca n't think of a better place to watch sports ",service
ss412,the chairs are super comfortable and the prices are reasonable . ,environment
ss328,he gave me some great ideas with different price points . ,price
ss9,omg . love this place . amazing food great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ,products
ss410,i ordered mango & taro moochi in coconut milk for $ 6 ,products
ss262,"their service price is on the higher - end , but their work is seamless , clean , professional , and complete ",service
ss367,"i completed my order of a $ 9 vegetable platter off of the "" hot bar "" with green beans , rice and lentils , and chickpeas and eggplant . ",products
ss109,great americano and according to wife great ambiance . sandwiches looked tasty but we had already eaten . cannoli was a great treat . ,environment
ss158,perfect little spot with healthy options and everything was so delicious . ,environment
ss105,"i was looking for golf shoes , and found some that felt good and fit well but had no price . ",products
ss297,the main squeeze was definitely the value and quality of our meal . ,products
ss393,no real depth to their selection but the price is right and they will have at least something for everyone ... ,price
ss55,reat product for the money ! ! if you ever have a problem   do n't fret . customer service is a+ ! definitely would recommend this company ! ! ! ,products
ss68,great service once again food came out quick and the drinks are good . i enjoyed a caesar salad with pimento cheese balls   fried to perfection   . ,products
ss162,i did end up finding the perfect doll . ,products
ss52,pricey but high quality reminding me of the healdsburg bakery in northern california . i had the blueberry bread $ 4 . i will return . ,products
ss6,i purchased a gibeon meteorite and black zirconium wedding band from rings unique for approximately $ 1200 . ,products
ss249,the meal was delicious    and reasonably priced . ,price
ss60,fabulous service and awesome food ,service
ss416,very expensive for a plastic cup togo dessert but ... disney . the salted caramel sundae was really good . share it ! ,service
ss306,"all you can say is yuuummmmmmmmyy , the line was n't bad given we were there around 3 pm ",service
ss70,wish i could give it more . everything about this restaurant was a big negative . the food was bland and service was terrible . ,products
ss424,"yuk . untuckit shirts fit my 5 ' 8 : husband to a glove- perfect . but the fabric is awfully cheap for a $ 90 + shirt "" and has a "" perma - smell "" that leads us to avoid this product . ” ",products
ss337,"the prices were reasonable , between $ 5-$10 per roll , but the rolls were just ok . ",price
ss8,only downside : three entrees served simultaneously but fourth   beet/ goat cheese ravioli   was 2 - 3 minutes later which allowed my accompaniments   delicious creamy polenta   to cool off to much . ,products
ss381,very disappointed in the meals and price ,price
ss427,this place has an abundance of selections the food is very fresh and the service is friendly highly recommend it great value for the money ! ,products
ss11,this particular location has a good check in deal . ,price
ss164,their local pickup option saves shipping costs ,price
ss345,"dear hyatt place , if you are going to charge $ 75 for a pet fee , then tell me that my pet is n't allowed through the front door and lobby ",price
ss103,7$$$ for a flavorless smoothie . it tasted like water it barely had any flavor . def not worth the price ,products
ss396,good food great staff comfortable and accommodating ! thanks   brewed for taking great care of our group ,environment
ss489,i then had my consultation with dr. kruy directly .... and it was free ! ,service
ss245,"they also sell single beads that range from $ 4 to $ 50 depending on the stone , gem , or complexity . most of these appeared to be semi - precious . ",products
ss54,"they always have cheap movies - lots of recent run films , but some older stuff too . ",products
ss186,awesome service   clean restaurant good food . since i am middle eastern i would like a little bit more flavor . but my friends loved it :  ,environment
ss23,great place to leave your little one . affordable and friendly staff . we are very happy to have them available . ,service
ss426,over charge and unfriendly when you ask about one thing or another 's price being too excessive or not on par with the local market ,service
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price
ss141,this place was just okay . the service is really great but i felt that the food was nothing special . ,products
ss494,"the food was not as good as i expected it to be , it was overpriced ",price
ss93,the quality is pretty good if you go at the right time but it 's way too expensive ! $ 2 - 3 + per plate ,products
ss48,"for the amenities and $ paid , it 's small . ",price
ss373,"jeff and his team were fairly priced   we looked at 3 pest companies   , hard workers and provided excellent service throughout the job . ",service
ss21,this is a sit down street food establishment that is priced as high as a upscale restaurant but the deliciousness of the food is not as high as street food . ,price
ss122,the lady was so nice to throw in a complementary coffee flavored madeleine fresh out of the oven ,service
