iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,46,46,0,0.8339622641509434,0.7611374245883967,0.858887267481806,0.7978882228882229,0.7436648913012874
2,20,full,static,-,-,57,56,1,0.8566037735849057,0.7357558757086347,0.8773177701276513,0.7639775910364146,0.721630073612652
3,30,full,static,-,-,68,66,2,0.8603773584905661,0.7825896487654642,0.8836690359438527,0.8099992059570864,0.7665979330524706
4,40,full,static,-,-,79,76,3,0.8905660377358491,0.7955387547175021,0.9029746304954863,0.8140728306542809,0.7884385248087817
5,50,full,static,-,-,91,86,5,0.9056603773584906,0.8155102078241405,0.9236130440295575,0.8340462526603831,0.8024177145869577
6,60,full,static,-,-,103,96,7,0.9018867924528302,0.8060225846381053,0.9124778808809219,0.8141289605623845,0.8028154597933018
7,70,full,static,-,-,113,106,7,0.9283018867924528,0.8305375576210661,0.9398358457002305,0.8399507949779689,0.8247994694815692
8,80,full,static,-,-,123,116,7,0.9320754716981132,0.8326880952554747,0.9417835024257326,0.8402112116446355,0.8289661361482359
9,90,full,static,-,-,133,126,7,0.9433962264150944,0.8410514275318504,0.9514120410780612,0.8490634704968943,0.8367198955467321
10,100,full,static,-,-,143,136,7,0.9471698113207547,0.8425710353749877,0.9540727883958563,0.8493340332674572,0.8388750679605252
11,110,full,static,-,-,143,136,7,0.9433962264150944,0.8371413129963554,0.9492422412411317,0.8432664641943735,0.8331871031194165
1,10,factuals_only,static,-,-,46,46,0,0.8452830188679246,0.7717142300445536,0.8721926291625819,0.8071518759018759,0.7516517067171089
2,20,factuals_only,static,-,-,56,56,0,0.8528301886792453,0.7317964863566323,0.87677396550514,0.761360453272218,0.7139930832842868
3,30,factuals_only,static,-,-,66,66,0,0.8679245283018868,0.789263244536785,0.8869431435788767,0.8150051987388145,0.7754721724033835
4,40,factuals_only,static,-,-,76,76,0,0.8830188679245283,0.7953010522981968,0.9005165677084269,0.8215560008778519,0.7813901768852203
5,50,factuals_only,static,-,-,86,86,0,0.909433962264151,0.8195784195873534,0.9295524635728918,0.8422851966873706,0.8027143854479558
6,60,factuals_only,static,-,-,96,96,0,0.909433962264151,0.8119006955090157,0.9195296754742781,0.8202991564118567,0.8100039272855619
7,70,factuals_only,static,-,-,106,106,0,0.939622641509434,0.8394841723557243,0.9506304328393623,0.8491489488772097,0.8323992879933659
8,80,factuals_only,static,-,-,116,116,0,0.9433962264150944,0.8416347099901329,0.9525780895648646,0.8494093655438764,0.8365659546600326
9,90,factuals_only,static,-,-,126,126,0,0.9433962264150944,0.8413940873230397,0.9520830799910535,0.8492513613097852,0.8366429251033825
10,100,factuals_only,static,-,-,136,136,0,0.9509433962264151,0.8440321967626196,0.9566311992783516,0.8495810688405797,0.8410302403743184
11,110,factuals_only,static,-,-,136,136,0,0.9547169811320755,0.8454382199846806,0.9590930663539602,0.849807518115942,0.8431854127881114
1,10,factuals_only,bm25,-,20,46,46,0,0.8301886792452831,0.753225633961234,0.8480387018991831,0.7811980584331127,0.7423925288093798
1,10,factuals_only,bm25,-,20,46,46,0,0.8339622641509434,0.7578418779456508,0.8519102945099786,0.7841841695442239,0.7486425288093799
2,20,factuals_only,bm25,-,20,56,56,0,0.8603773584905661,0.7742680373302206,0.8738665415328746,0.797192513368984,0.7687182434191802
2,20,factuals_only,bm25,-,20,56,56,0,0.8452830188679246,0.7613590531615035,0.8588497588085763,0.7867758467023174,0.7550633521148324
