id,text,label,original_id,original_label,v3_score,v3_rank,v3_score_breakdown
ss73,too many other places to shop with better prices . ,price,,,,,
ss104,the food and drinks are priced well . ,price,,,,,
ss124,friday happy hour ! ! they have giant frozen margaritas that come in fish bowls . sooo fun . free chips and good food . ,products,,,,,
ss155,"i highly recommend their bakery . also , they have great produce and seafood . ",products,,,,,
ss280,lots of picnic tables outside with lots of bees and flies buzzing around . ,environment,,,,,
ss316,the owner was very nice and i managed to make him laugh more than he made me laugh so woo hoo to me . ,service,,,,,
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,,,,,
ss361,fresh and good quality seafood provided . would love to revisit again . we had it in seattle before and we are thrilled to have it now in portland ! ! ! ! ! good service and delicious food ! ,products,,,,,
ss371,nicole and alison at the front were extremely welcoming when i arrived and made me feel very comfortable . ,service,,,,,
ss374,the black eyes peas and cornbread are delicious ! ,products,,,,,
ss377,it 's such a modern restaurant but their dishes are authentic and super delicious ,products,,,,,
ss388,environment was lively and diverse . ,environment,,,,,
ss394,a manager so disrespectful what a shame ,service,,,,,
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price,,,,,
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone ",environment,,,,,
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service,,,,,
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,,,,,
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,,,,,
ss491,the environment was super sweet and people were nice ,environment,,,,,
ss497,the waiter was also really nice and the atmosphere is beautiful . ,environment,,,,,
ss227,"we tried the wings , the prawn clay pot and the crepe . ",products,,,,,
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere ",environment,,,,,
ss143,"the rooms are nice , spacious and cozy . the huge 42 inch flat screen tv mounted to the wall made it covienent to watch tv from the cozy sectional or while in bed ",environment,,,,,
ss334,this mall actually feels like one in las vegas . ,environment,,,,,
ss351,"they do not accept reservations , but it is worth the wait . ",service,,,,,
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,,,,,
ss297,the main squeeze was definitely the value and quality of our meal . ,products,,,,,
ss128,the product itself is a repellent combination of over intense flavours ,products,,,,,
ss218,unfortunately several times its been undercooked where literally another 90sec would ' ve made it awesome ,products,,,,,
ss309,my only complaint is i do n't like leaving there smelling like smoke and steak .   i wish their ventilation was a lot better . ,environment,,,,,
ss297_cf_price_0,the main squeeze was definitely the affordability and worth of our meal .,price,ss297,products,1.7711113087466277,1.0,"{'term1': 0.9999999994788512, 'term2': 0.49999999973942566, 'term3': 0.27111130952835083, 'total': 1.7711113087466277, 'p_orig': 5.211487415149054e-10, 'p_target': 0.9999999994788513, 'similarity': 0.9037043452262878}"
ss297_cf_price_2,The main squeeze was definitely the affordability and worth of our meal.,price,ss297,products,1.7711113087454209,2.0,"{'term1': 0.9999999994788512, 'term2': 0.49999999973821885, 'term3': 0.27111130952835083, 'total': 1.7711113087454209, 'p_orig': 5.211487415136475e-10, 'p_target': 0.9999999994764377, 'similarity': 0.9037043452262878}"
ss297_cf_price_1,the main squeeze was definitely the affordability and worth of our meal .,price,ss297,products,1.7711113080679004,3.0,"{'term1': 0.9999999990263664, 'term2': 0.4999999995131832, 'term3': 0.27111130952835083, 'total': 1.7711113080679004, 'p_orig': 9.736336197921585e-10, 'p_target': 0.9999999990263664, 'similarity': 0.9037043452262878}"
ss334_cf_products_0,this mall actually has items like ones in las vegas .,products,ss334,environment,1.7374956486747135,4.0,"{'term1': 0.9999980052534717, 'term2': 0.4999990024071426, 'term3': 0.23749864101409912, 'total': 1.7374956486747135, 'p_orig': 1.994746528333631e-06, 'p_target': 0.9999980048142852, 'similarity': 0.7916620969772339}"
ss218_cf_service_0,Unfortunately several times the preparation has been rushed where literally another 90sec would ' ve made it awesome,service,ss218,products,1.2376547210036535,5.0,"{'term1': 0.6791785932504761, 'term2': 0.3395892903899342, 'term3': 0.2188868373632431, 'total': 1.2376547210036535, 'p_orig': 0.3208214067495238, 'p_target': 0.6791785807798684, 'similarity': 0.7296227812767029}"
ss212,there 's construction right in front of the building so parking and getting around are a bit difficult ,environment,,,,,
ss99,they should make it easier to make a reservation online ! ,service,,,,,
ss180,parking can be a issue and they no longer have the dog pen . ,environment,,,,,
ss49,there is usually no wait for lunch but it can take really long to get a table at night   they don´t take reservations   . ,service,,,,,
ss368,"i am not from the area , and parking is tough ",environment,,,,,
ss373,"jeff and his team were fairly priced   we looked at 3 pest companies   , hard workers and provided excellent service throughout the job . ",service,,,,,
ss277,both will give you courteous reminder calls about your account ,service,,,,,
ss287,and they let me apply the discount to both of our tickets . ,price,,,,,
ss314,i was able to get a next day appointment .   had my rear window replaced and it came out great .   price was competitive . ,price,,,,,
ss306,"all you can say is yuuummmmmmmmyy , the line was n't bad given we were there around 3 pm ",service,,,,,
ss287_cf_service_2,and they helped me apply the discount to both of our tickets.,service,ss287,price,1.7753575160028565,1.0,"{'term1': 0.9999910602299324, 'term2': 0.4999955301080222, 'term3': 0.27537092566490173, 'total': 1.7753575160028565, 'p_orig': 8.93977006756725e-06, 'p_target': 0.9999910602160444, 'similarity': 0.9179030060768127}"
ss287_cf_service_0,and they helped me apply the discount to both of our tickets .,service,ss287,price,1.775355730565201,2.0,"{'term1': 0.9999898699335329, 'term2': 0.4999949349667664, 'term3': 0.27537092566490173, 'total': 1.775355730565201, 'p_orig': 1.013006646715437e-05, 'p_target': 0.9999898699335328, 'similarity': 0.9179030060768127}"
ss314_cf_service_1,i was able to get a next day appointment .   had my rear window replaced and it came out great .   they were quick and professional .,service,ss314,price,1.773269622272161,3.0,"{'term1': 0.9999999999622481, 'term2': 0.4999999987919226, 'term3': 0.2732696235179901, 'total': 1.773269622272161, 'p_orig': 3.7751954801578645e-11, 'p_target': 0.9999999975838452, 'similarity': 0.9108986854553223}"
ss314_cf_service_2,i was able to get a next day appointment .   had my rear window replaced and it came out great .   the process was smooth and efficient .,service,ss314,price,1.7709415216339262,4.0,"{'term1': 0.9999999998082799, 'term2': 0.49999999612793816, 'term3': 0.27094152569770813, 'total': 1.7709415216339262, 'p_orig': 1.9172003537187524e-10, 'p_target': 0.9999999922558763, 'similarity': 0.9031383395195007}"
ss373_cf_price_0,"Jeff and his team were fairly affordable   we looked at 3 pest companies   , hard workers and stayed within budget throughout the job .",price,ss373,service,1.7685077768787454,5.0,"{'term1': 0.9992903261161886, 'term2': 0.4996451629646288, 'term3': 0.26957228779792786, 'total': 1.7685077768787454, 'p_orig': 0.000709673883811393, 'p_target': 0.9992903259292576, 'similarity': 0.8985742330551147}"
ss314_cf_service_0,i was able to get a next day appointment .   had my rear window replaced and it came out great .   the process was smooth .,service,ss314,price,1.7625333632731368,6.0,"{'term1': 0.9999999998837159, 'term2': 0.49999999670927553, 'term3': 0.26253336668014526, 'total': 1.7625333632731368, 'p_orig': 1.1628411877884118e-10, 'p_target': 0.9999999934185511, 'similarity': 0.8751112222671509}"
ss180_cf_service_1,Parking can be a hassle and they no longer offer assistance with pets.,service,ss180,environment,1.74799984998988,7.0,"{'term1': 0.999447218630254, 'term2': 0.49972360930972193, 'term3': 0.24882902204990387, 'total': 1.74799984998988, 'p_orig': 0.0005527813697459675, 'p_target': 0.9994472186194439, 'similarity': 0.8294300436973572}"
ss373_cf_price_1,"Jeff and his team offered great value   we compared 3 pest companies   , worked efficiently and ensured we got our money's worth throughout the job .",price,ss373,service,1.265812809875356,8.0,"{'term1': 0.6791785841392541, 'term2': 0.3395892899136151, 'term3': 0.24704493582248688, 'total': 1.265812809875356, 'p_orig': 0.32082141586074586, 'p_target': 0.6791785798272302, 'similarity': 0.8234831094741821}"
ss212_cf_service_1,there 's construction right in front of the building so assistance with parking and navigation could be improved ,service,ss212,environment,1.2483987364200264,9.0,"{'term1': 0.6791785957434118, 'term2': 0.3395892978717059, 'term3': 0.22963084280490875, 'total': 1.2483987364200264, 'p_orig': 0.32082140425658817, 'p_target': 0.6791785957434118, 'similarity': 0.7654361128807068}"
ss119,2 pitchers of   sam adams   beer $ 50 . i like the dive vibe but that is unheard of even for the financial district . ,environment,,,,,
ss152,i really enjoyed   non - sarcastically   having an overpriced drink here because it reminded me of new york . ,environment,,,,,
ss427,this place has an abundance of selections the food is very fresh and the service is friendly highly recommend it great value for the money ! ,products,,,,,
ss115,a little expensive but i 'll definitely be back time and time again ,price,,,,,
ss468,"large selection of your standard beers , liquors and wines ... ",products,,,,,
ss265,there was a nice beer and cocktail list to choose from as well . ,products,,,,,
ss78,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's pricy . ,price,,,,,
ss434,"the food was n't half bad either , but i had the bar food staples . ",products,,,,,
ss191,"busy place . less options for "" buffet "" . quite expensive . you pay for the buffet and you pay extra for grilling . ",price,,,,,
ss472,limited beer selection and food is over priced . service and atmosphere were good though . ,environment,,,,,
ss78_cf_environment_0,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's quite crowded .,environment,ss78,price,1.7895897393042413,1.0,"{'term1': 0.9999999991411412, 'term2': 0.4997847153008106, 'term3': 0.28980502486228943, 'total': 1.7895897393042413, 'p_orig': 8.588587400593181e-10, 'p_target': 0.9995694306016212, 'similarity': 0.9660167098045349}"
ss191_cf_environment_0,"busy place . less space for "" buffet "" . quite crowded . you wait for the buffet and you wait extra for grilling .",environment,ss191,price,1.7797066572161881,2.0,"{'term1': 0.9999999991409071, 'term2': 0.4999206077556093, 'term3': 0.27978605031967163, 'total': 1.7797066572161881, 'p_orig': 8.590928546958065e-10, 'p_target': 0.9998412155112186, 'similarity': 0.9326201677322388}"
ss191_cf_environment_2,"busy place . limited space for "" buffet "" . feels crowded . you share the buffet area and the grilling space with others .",environment,ss191,price,1.763664146944399,3.0,"{'term1': 1.0, 'term2': 0.49999999074589735, 'term3': 0.2636641561985016, 'total': 1.763664146944399, 'p_orig': 0.0, 'p_target': 0.9999999814917947, 'similarity': 0.8788804411888123}"
ss119_cf_price_0,"2 pitchers of sam adams beer $50. that's way too steep, even for the financial district.",price,ss119,environment,1.7619989214329645,4.0,"{'term1': 0.9999999999200792, 'term2': 0.49999999988011873, 'term3': 0.2619989216327667, 'total': 1.7619989214329645, 'p_orig': 7.992084879679985e-11, 'p_target': 0.9999999997602375, 'similarity': 0.8733296990394592}"
ss119_cf_price_2,"2 pitchers of sam adams beer $50. That’s a steep cost, even for the financial district.",price,ss119,environment,1.7618780135761194,5.0,"{'term1': 0.9999999999861118, 'term2': 0.4999999999791677, 'term3': 0.26187801361083984, 'total': 1.7618780135761194, 'p_orig': 1.3888177410428762e-11, 'p_target': 0.9999999999583354, 'similarity': 0.8729267120361328}"
ss191_cf_environment_1,"crowded place . limited space for "" buffet "" . feels a bit cramped . you share the buffet area and the grilling station is quite close . ",environment,ss191,price,1.7557468992823901,6.0,"{'term1': 1.0, 'term2': 0.49999999824708125, 'term3': 0.25574690103530884, 'total': 1.7557468992823901, 'p_orig': 0.0, 'p_target': 0.9999999964941625, 'similarity': 0.8524895906448364}"
ss119_cf_price_1,"2 pitchers of sam adams beer $50. That’s a steep tab, even for the financial district, and hard to justify for a casual spot like this.",price,ss119,environment,1.7509076893005808,7.0,"{'term1': 0.9999999999877437, 'term2': 0.499999999979875, 'term3': 0.25090768933296204, 'total': 1.7509076893005808, 'p_orig': 1.2256274577793074e-11, 'p_target': 0.99999999995975, 'similarity': 0.836358904838562}"
ss427_cf_price_0,this place offers excellent deals the food is worth every penny and the service is friendly highly recommend it great value for the money !,price,ss427,products,1.7471273176793183,8.0,"{'term1': 0.9999999961492079, 'term2': 0.4999999971873828, 'term3': 0.24712732434272766, 'total': 1.7471273176793183, 'p_orig': 3.850792086790934e-09, 'p_target': 0.9999999943747656, 'similarity': 0.8237577080726624}"
ss152_cf_price_1,i really enjoyed   non - sarcastically   having an expensive drink here because it felt worth every penny .,price,ss152,environment,1.7447036252463397,9.0,"{'term1': 0.9999997900003574, 'term2': 0.49941513538064103, 'term3': 0.2452886998653412, 'total': 1.7447036252463397, 'p_orig': 2.0999964251487692e-07, 'p_target': 0.9988302707612821, 'similarity': 0.8176289796829224}"
ss152_cf_price_0,i really enjoyed   non - sarcastically   having an expensive drink here because it felt worth it for the experience .,price,ss152,environment,1.7363235142746374,10.0,"{'term1': 0.993328227305365, 'term2': 0.49508775272759614, 'term3': 0.24790753424167633, 'total': 1.7363235142746374, 'p_orig': 0.006671772694635072, 'p_target': 0.9901755054551923, 'similarity': 0.826358437538147}"
ss222,give me a good waiter and decent food and it 's hard to not impress . ,service,,,,,
ss157,the food quality is average and their service is slower than slow ,service,,,,,
ss194,"steak was dry as a bone , lasagna was cold . ",products,,,,,
ss446,i can not believe someone was not satisfied with the quality of the chicken at this location ! ,products,,,,,
ss203,bad service all around . food was ok but service was horrible from carol . i 'd never go back there again . seriously the service was * that * bad . ,products,,,,,
ss396,good food great staff comfortable and accommodating ! thanks   brewed for taking great care of our group ,environment,,,,,
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,,,,,
ss247,fairly good burgers   but a little too well done . ca nt believe you ca n't order medium rare . why ? ,products,,,,,
ss200,went there after purchasing a groupon . huge mistake . rolls were not good . looked stale . ,products,,,,,
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers . ,environment,,,,,
ss396_cf_service_0,good food great staff attentive and helpful ! thanks brewed for looking after our group so well,service,ss396,environment,1.7755428609449395,1.0,"{'term1': 0.9999999943971307, 'term2': 0.49999989207576284, 'term3': 0.2755429744720459, 'total': 1.7755428609449395, 'p_orig': 5.602869255162472e-09, 'p_target': 0.9999997841515257, 'similarity': 0.9184765815734863}"
ss10_cf_products_0,beef tasted really good . it was fresh . flavors were great . selection is good . we were very happy with   wahlburgers .,products,ss10,environment,1.7752297485603137,2.0,"{'term1': 0.999999997664375, 'term2': 0.4999999988321875, 'term3': 0.2752297520637512, 'total': 1.7752297485603137, 'p_orig': 2.3356249886536746e-09, 'p_target': 0.999999997664375, 'similarity': 0.9174324870109558}"
ss10_cf_products_2,beef was high quality and flavorful . it was fresh . staff was knowledgeable . variety is impressive . we were very happy with wahlburgers .,products,ss10,environment,1.774685915707157,3.0,"{'term1': 0.9999999778402332, 'term2': 0.4999998695704915, 'term3': 0.2746860682964325, 'total': 1.774685915707157, 'p_orig': 2.215976684581603e-08, 'p_target': 0.999999739140983, 'similarity': 0.9156202077865601}"
