strategy,10,20,30,40,50
static (full),0.583132350414773,0.5891236432927741,0.5714790380631156,0.5616756176154671,0.5719260669253098
static (factuals_only),0.5620060831076231,0.5648282889761892,0.5410167931907062,0.5446490146910904,0.5594701183132773
bm25 (factuals_only),0.556116167764068,0.5743459181983772,0.5688974854932303,0.5636353481228074,0.5728052211911345
bm25 mixed (full),0.5485581168610623,0.5624316742409635,0.5745255930087392,0.5671577787004284,0.5593977687324261
bm25 factual_anchored (full),0.565633796986256,0.583799675035855,0.5719248312351761,0.565338549628604,0.5868131868131867
contriever (factuals_only),0.555575920080553,0.5517658092741519,0.5566468780261884,0.5611217409419419,0.5598850514277011
contriever mixed (full),0.5611067193675889,0.5513799151693113,0.5629755687204393,0.5582273921518773,0.5585214785214785
contriever factual_anchored (full),0.5611067193675889,0.5513799151693113,0.5629755687204393,0.5582273921518773,0.5585214785214785
bge_large (factuals_only),0.5769038746644227,0.5597107781939243,0.5715689541462737,0.5654433497536946,
bge_large mixed (full),0.5807567751533268,0.5589723027836897,0.5699370389016302,0.5631075836260402,
bge_large factual_anchored (full),0.5763135391368643,0.5589723027836897,0.5655419203200046,0.5631075836260402,
