iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,full,static,-,-,40,30,10,0.7236842105263158,0.583132350414773,0.720603983313342,0.5896682320860476,0.6316886844215591
2,20,full,static,-,-,60,40,20,0.7302631578947368,0.5891236432927741,0.7247699928727972,0.5882580028666985,0.638585236145697
3,30,full,static,-,-,80,50,30,0.7105263157894737,0.5714790380631156,0.7040274380293239,0.5850643753082778,0.6235681424893429
4,40,full,static,-,-,100,60,40,0.6973684210526315,0.5616756176154671,0.692110916388716,0.5817061885482938,0.6120204279745073
5,50,full,static,-,-,120,70,50,0.7039473684210527,0.5719260669253098,0.6955667989571404,0.5841358841358841,0.6223047594929586
1,10,factuals_only,static,-,-,30,30,0,0.6973684210526315,0.5620060831076231,0.6958854980233756,0.5723704732400385,0.6165112058413877
2,20,factuals_only,static,-,-,40,40,0,0.7039473684210527,0.5648282889761892,0.7026373941791624,0.5745104895104894,0.617774588837772
3,30,factuals_only,static,-,-,50,50,0,0.6710526315789473,0.5410167931907062,0.6665228893489763,0.5523647416413374,0.5990883383277762
4,40,factuals_only,static,-,-,60,60,0,0.6776315789473685,0.5446490146910904,0.6733254240940445,0.554051055327651,0.6025971102576008
5,50,factuals_only,static,-,-,70,70,0,0.6973684210526315,0.5594701183132773,0.6913387726571967,0.5646239316239317,0.6111936483818473
1,10,factuals_only,bm25,-,20,30,30,0,0.6907894736842105,0.556116167764068,0.6883954683418417,0.56493783993784,0.6096146541172499
1,10,factuals_only,bm25,-,20,30,30,0,0.6907894736842105,0.556116167764068,0.6883954683418417,0.56493783993784,0.6096146541172499
2,20,factuals_only,bm25,-,20,40,40,0,0.7105263157894737,0.5743459181983772,0.7089345515116654,0.5816354601470881,0.6269165294953503
2,20,factuals_only,bm25,-,20,40,40,0,0.7105263157894737,0.5743459181983772,0.7089345515116654,0.5816354601470881,0.6269165294953503
3,30,factuals_only,bm25,-,20,50,50,0,0.7039473684210527,0.5688974854932303,0.698381349893108,0.5734172095874224,0.6245501484263988
3,30,factuals_only,bm25,-,20,50,50,0,0.7039473684210527,0.5688974854932303,0.698381349893108,0.5734172095874224,0.6245501484263988
4,40,factuals_only,bm25,-,20,60,60,0,0.6973684210526315,0.5636353481228074,0.6917597171327073,0.5722927008641294,0.6176535967022609
4,40,factuals_only,bm25,-,20,60,60,0,0.6973684210526315,0.5636353481228074,0.6917597171327073,0.5722927008641294,0.6176535967022609
5,50,factuals_only,bm25,-,20,70,70,0,0.7105263157894737,0.5728052211911345,0.7037215027028035,0.573933933933934,0.6280589203562233
5,50,factuals_only,bm25,-,20,70,70,0,0.7105263157894737,0.5728052211911345,0.7037215027028035,0.573933933933934,0.6280589203562233
1,10,full,bm25,mixed,20,40,30,10,0.6776315789473685,0.5485581168610623,0.6722627006915041,0.5590800865800866,0.605984890051914
2,20,full,bm25,mixed,20,60,40,20,0.6973684210526315,0.5624316742409635,0.6942411646069392,0.5695790538023523,0.6165112058413877
3,30,full,bm25,mixed,20,80,50,30,0.7105263157894737,0.5745255930087392,0.7075709228595835,0.5802471731167383,0.6269165294953503
4,40,full,bm25,mixed,20,100,60,40,0.7039473684210527,0.5671577787004284,0.6994681362194974,0.5702226720647774,0.6169478092451123
5,50,full,bm25,mixed,20,120,70,50,0.6973684210526315,0.5593977687324261,0.6928980508332936,0.562077861163227,0.6055210868657879
1,10,full,bm25,factual_anchored,20,40,30,10,0.6973684210526315,0.565633796986256,0.6946926256743449,0.5720628105744384,0.618756594774828
2,20,full,bm25,factual_anchored,20,60,40,20,0.7236842105263158,0.583799675035855,0.723494507272279,0.5889617703571192,0.6373218531493128
3,30,full,bm25,factual_anchored,20,80,50,30,0.7105263157894737,0.5719248312351761,0.7078517654288979,0.5755369021222679,0.6235287497010369
4,40,full,bm25,factual_anchored,20,100,60,40,0.7039473684210527,0.565338549628604,0.6985031690764757,0.5704971857410882,0.617774588837772
5,50,full,bm25,factual_anchored,20,120,70,50,0.7302631578947368,0.5868131868131867,0.7242987275882014,0.5849077822762034,0.638585236145697
1,10,factuals_only,contriever,-,20,30,30,0,0.6907894736842105,0.555575920080553,0.6870648348121432,0.5636623914506151,0.6130024339115632
1,10,factuals_only,contriever,-,20,30,30,0,0.6907894736842105,0.555575920080553,0.6870648348121432,0.5636623914506151,0.6130024339115632
2,20,factuals_only,contriever,-,20,40,40,0,0.6842105263157895,0.5517658092741519,0.68101348990568,0.56010982031266,0.6117390509151789
2,20,factuals_only,contriever,-,20,40,40,0,0.6842105263157895,0.5517658092741519,0.68101348990568,0.56010982031266,0.6117390509151789
3,30,factuals_only,contriever,-,20,50,50,0,0.6907894736842105,0.5566468780261884,0.6847342715763768,0.5618309833104188,0.6163902137058765
3,30,factuals_only,contriever,-,20,50,50,0,0.6907894736842105,0.5566468780261884,0.6847342715763768,0.5618309833104188,0.6163902137058765
4,40,factuals_only,contriever,-,20,60,60,0,0.6973684210526315,0.5611217409419419,0.6930241208039087,0.5685363512181919,0.6176535967022609
4,40,factuals_only,contriever,-,20,60,60,0,0.6973684210526315,0.5611217409419419,0.6930241208039087,0.5685363512181919,0.6176535967022609
5,50,factuals_only,contriever,-,20,70,70,0,0.6973684210526315,0.5598850514277011,0.6925303371764352,0.5625303643724696,0.6100512575209744
1,10,full,contriever,mixed,20,40,30,10,0.6973684210526315,0.5611067193675889,0.6920740586644477,0.5693563579277865,0.6176535967022609
2,20,full,contriever,mixed,20,60,40,20,0.6842105263157895,0.5513799151693113,0.6840013220460331,0.560580064924698,0.600748931939579
3,30,full,contriever,mixed,20,80,50,30,0.6973684210526315,0.5629755687204393,0.6917201013543565,0.5673224219084296,0.6165112058413877
4,40,full,contriever,mixed,20,100,60,40,0.6973684210526315,0.5582273921518773,0.6919172593796976,0.5604772370486656,0.606663477726661
5,50,full,contriever,mixed,20,120,70,50,0.6973684210526315,0.5585214785214785,0.6931239812818761,0.5568976809830468,0.6013065274788147
1,10,full,contriever,factual_anchored,20,40,30,10,0.6973684210526315,0.5611067193675889,0.6920740586644477,0.5693563579277865,0.6176535967022609
2,20,full,contriever,factual_anchored,20,60,40,20,0.6842105263157895,0.5513799151693113,0.6840013220460331,0.560580064924698,0.600748931939579
3,30,full,contriever,factual_anchored,20,80,50,30,0.6973684210526315,0.5629755687204393,0.6917201013543565,0.5673224219084296,0.6165112058413877
4,40,full,contriever,factual_anchored,20,100,60,40,0.6973684210526315,0.5582273921518773,0.6919172593796976,0.5604772370486656,0.606663477726661
5,50,full,contriever,factual_anchored,20,120,70,50,0.6973684210526315,0.5585214785214785,0.6931239812818761,0.5568976809830468,0.6013065274788147
1,10,factuals_only,bge_large,-,20,30,30,0,0.7171052631578947,0.5769038746644227,0.7112492302549859,0.5791856204933528,0.632710083146921
1,10,factuals_only,bge_large,-,20,30,30,0,0.7171052631578947,0.5769038746644227,0.7112492302549859,0.5791856204933528,0.632710083146921
2,20,factuals_only,bge_large,-,20,40,40,0,0.6973684210526315,0.5597107781939243,0.6934383692533457,0.5642471731167383,0.6131234260470744
2,20,factuals_only,bge_large,-,20,40,40,0,0.6973684210526315,0.5597107781939243,0.6934383692533457,0.5642471731167383,0.6131234260470744
3,30,factuals_only,bge_large,-,20,50,50,0,0.7105263157894737,0.5715689541462737,0.7080266286485765,0.5762698412698413,0.6235287497010369
3,30,factuals_only,bge_large,-,20,50,50,0,0.7105263157894737,0.5715689541462737,0.7080266286485765,0.5762698412698413,0.6235287497010369
4,40,factuals_only,bge_large,-,20,60,60,0,0.7039473684210527,0.5654433497536946,0.7005722819980986,0.5673123173123173,0.6200199777712123
4,40,factuals_only,bge_large,-,20,60,60,0,0.7105263157894737,0.570703982591647,0.7080436240716519,0.5736513486513487,0.6235287497010369
1,10,full,bge_large,mixed,20,40,30,10,0.7236842105263158,0.5807567751533268,0.7183120279053808,0.5836538461538462,0.6328310752824322
2,20,full,bge_large,mixed,20,60,40,20,0.6973684210526315,0.5589723027836897,0.6961482209764456,0.5632474776121968,0.6043786960049148
3,30,full,bge_large,mixed,20,80,50,30,0.7105263157894737,0.5699370389016302,0.7106364412831411,0.5730134093548728,0.6147840196588772
4,40,full,bge_large,mixed,20,100,60,40,0.6973684210526315,0.5631075836260402,0.6965503549839601,0.5758380473496753,0.6153688149805147
1,10,full,bge_large,factual_anchored,20,40,30,10,0.7171052631578947,0.5763135391368643,0.7107950776073951,0.579967776584318,0.6293223033526077
2,20,full,bge_large,factual_anchored,20,60,40,20,0.6973684210526315,0.5589723027836897,0.6961482209764456,0.5632474776121968,0.6043786960049148
3,30,full,bge_large,factual_anchored,20,80,50,30,0.7039473684210527,0.5655419203200046,0.7032523870882479,0.5685082246171299,0.6112752477290526
4,40,full,bge_large,factual_anchored,20,100,60,40,0.6973684210526315,0.5631075836260402,0.6965503549839601,0.5758380473496753,0.6153688149805147
