iteration,classifier_type,query_strategy,uncertainty_method,labeled_pool_size,unlabeled_pool_size,num_real_examples,num_counterfactuals,total_counterfactuals_so_far,budget_remaining,alpha_cf,cf_budget_remaining,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
0,retrieval,uncertainty,entropy,20,480,0,0,0,100,1.0,,0.7236842105263158,0.5801408729779436,0.7115261099004832,0.5809757809757811,0.6286559086837651
1,retrieval,uncertainty,entropy,40,470,10,10,10,90,1.0,,0.7302631578947368,0.5901439358915087,0.7139828332968343,0.5937584175084176,0.6400826310630894
2,retrieval,uncertainty,entropy,60,460,10,10,20,80,1.0,,0.6907894736842105,0.669430338173005,0.6888739110341258,0.6977745982830729,0.7081376121404821
3,retrieval,uncertainty,entropy,80,450,10,10,30,70,1.0,,0.7171052631578947,0.6870942558489729,0.7185724608614381,0.7041876750700279,0.7354082077688207
4,retrieval,uncertainty,entropy,100,440,10,10,40,60,1.0,,0.7302631578947368,0.6987887112887113,0.7327900991552309,0.7104666312792549,0.7492013112170964
5,retrieval,uncertainty,entropy,120,430,10,10,50,50,1.0,,0.7631578947368421,0.756889383404469,0.7643352117669856,0.8198092728527511,0.7701723434488386
6,retrieval,uncertainty,entropy,140,420,10,10,60,40,1.0,,0.7631578947368421,0.7354395803813359,0.7634519365757222,0.7494047619047619,0.7724177323822788
7,retrieval,uncertainty,entropy,160,410,10,10,70,30,1.0,,0.7894736842105263,0.7898095895362977,0.7903638798514576,0.8019545454545455,0.8274742188269391
8,retrieval,uncertainty,entropy,180,400,10,10,80,20,1.0,,0.7894736842105263,0.7898095895362977,0.7903638798514576,0.8019545454545455,0.8274742188269391
9,retrieval,uncertainty,entropy,200,390,10,10,90,10,1.0,,0.8026315789473685,0.7997044079994602,0.8043713911245208,0.8082771804062127,0.8344917626865881
10,retrieval,uncertainty,entropy,218,380,10,8,98,0,1.0,,0.7960526315789473,0.7941575336560371,0.797741141365404,0.8046481481481482,0.8309829907567636
