strategy,10,20,30,40,50,60,70,80,90,100,110
static (full),0.6723299738708473,0.7028905416617282,0.6534512847474823,0.6641519201628208,0.7500764732343679,0.7502901682851914,0.7740926557575234,0.7713541005989519,0.7426678286252754,0.7427080722667425,0.7435406480513842
static (factuals_only),0.6465380116959064,0.6661086587194961,0.7235720955048686,0.7307961392843811,0.7653139241966809,0.7809360166257902,0.7892307692307692,0.7914081709686532,0.8138931874104077,0.8395429555469986,0.8436912320824932
bm25 (factuals_only),0.6157707342422893,0.6725450794416312,0.6853893507201176,0.7259785824602446,0.7152930402930403,0.7172986954565903,0.7500764732343679,0.7721566542619174,0.7673105932680401,0.8233724873597238,0.8190581274854823
bm25 mixed (full),0.6350876507340653,0.6431131750945992,0.6634921855701764,0.6702357642357641,0.6944995245690253,0.7417604187416069,0.7351394674507883,0.7487167136535999,0.7826038663334117,0.8021352081167417,0.8072556385252254
bm25 factual_anchored (full),0.6238080808080808,0.6590345925604284,0.6811415665080262,0.7376848657351504,0.7452261834685199,0.7525224294664022,0.7481471065166717,0.7397966448324433,0.7420935985730325,0.7651839896317069,0.7651839896317069
contriever (factuals_only),0.6182305473548475,0.6580647111889727,0.6762116165211586,0.7163980159126468,0.7548321123321123,0.7706079025244865,0.7669262853251617,0.7498280520260681,0.7603193934578663,0.8143337966010776,0.8198806709445007
contriever mixed (full),0.6527877237851663,0.6961292976473242,0.7069263611531653,0.728123351592615,0.7766349531772218,0.7757555085416576,0.7757555085416576,0.7683486706908461,0.7984838455476753,0.8241590886068059,0.8241590886068059
contriever factual_anchored (full),0.6527877237851663,0.6908052683374788,0.7069263611531653,0.7341581137735034,0.7766349531772218,0.7757555085416576,0.7809360284460389,0.7737108359088518,0.7941575336560371,0.8241590886068059,0.8241590886068059
bge_large (factuals_only),0.6911148792727742,0.7204636223991063,0.7181069487756417,0.7217477760334903,0.7580979229636519,0.7646957100099767,0.7812784794537251,0.787684291392498,0.7939319727891158,0.8354122687810577,0.8300540145882914
bge_large mixed (full),0.635924963924964,0.6957848515906031,0.7110883827064912,0.7393085048992208,0.7652913051764569,0.7755308170300594,0.789877947130269,0.7867371606609705,0.7740125561723499,0.8160792803953898,0.7876209004028553
bge_large factual_anchored (full),0.6310822510822511,0.7075191948124279,0.7110883827064912,0.7446205978299668,0.7485566285566285,0.7798134092346616,0.789877947130269,0.7867371606609705,0.7623897491548061,0.8160792803953898,0.8160792803953898
